seed,arm,step,task_id,group_class,correct_count,unique_programs,unique_correct_programs,sample_entropy_nats,collision_fraction,mean_reward,cumulative_tasks_reached,cumulative_unique_correct_programs
0,entropy,16,6f371b0dc9c288435fa6,all_wrong,0,5,0,1.3862943611198906,0.21428571428571427,0.0,3,3
0,entropy,17,9afd1cb37fbc81c8f3d9,all_wrong,0,3,0,1.0397207708399179,0.2857142857142857,0.0,3,3
0,entropy,18,58d0961cf85a13acbb24,all_wrong,0,3,0,0.9743147528693494,0.32142857142857145,0.0,3,3
0,entropy,19,fccb2867d126ccc3f76c,all_wrong,0,4,0,1.2554823251787535,0.21428571428571427,0.0,3,3
0,entropy,20,77eaf86db56beb9cc52a,all_wrong,0,5,0,1.3862943611198906,0.21428571428571427,0.0,3,3
0,entropy,21,16097a9b65351ea2f108,all_wrong,0,4,0,1.2130075659799042,0.25,0.0,3,3
0,entropy,22,83b86db2e855a54563c0,mixed,5,2,1,0.6615632381579821,0.4642857142857143,0.625,4,3
0,entropy,23,b0a836d114a63c51f3e4,all_wrong,0,3,0,1.0821955300387673,0.25,0.0,4,3
0,entropy,24,ecc7e2a8af6bd82a7d27,all_wrong,0,3,0,0.7356219397587946,0.5357142857142857,0.0,4,3
0,entropy,25,a850fa6c6828c7ded14c,all_wrong,0,1,0,-0.0,1.0,0.0,4,3
0,entropy,26,b4c334126e21ffe44d18,all_wrong,0,1,0,-0.0,1.0,0.0,4,3
0,entropy,27,7c2cce2380ac777225f6,mixed,1,4,1,1.2130075659799042,0.25,0.125,5,3
0,entropy,28,9892c1d68cd283371348,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,29,037b7eb668db0dd99b57,all_wrong,0,4,0,1.3208883431493221,0.17857142857142858,0.0,5,3
0,entropy,30,a72a59cf237e141977a2,all_wrong,0,2,0,0.6615632381579821,0.4642857142857143,0.0,5,3
0,entropy,31,ed74be1f173685366128,all_wrong,0,2,0,0.5623351446188083,0.5714285714285714,0.0,5,3
0,entropy,32,25f7e42df573b5f79d2f,all_wrong,0,2,0,0.6615632381579821,0.4642857142857143,0.0,5,3
0,entropy,33,60bd24c8aab981664ee8,all_wrong,0,2,0,0.37677016125643675,0.75,0.0,5,3
0,entropy,34,24f259a8ad87bc3bee7b,all_wrong,0,4,0,1.3208883431493221,0.17857142857142858,0.0,5,3
0,entropy,35,7ec1b6d67b420c846378,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,36,40cc6b0d2ada49f0a241,all_wrong,0,2,0,0.37677016125643675,0.75,0.0,5,3
0,entropy,37,d68c968d706a8bfe92dc,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,38,3e84221eab9a1a4b91a0,all_wrong,0,3,0,0.7356219397587946,0.5357142857142857,0.0,5,3
0,entropy,39,ecc63954c643d1a88a69,all_wrong,0,2,0,0.5623351446188083,0.5714285714285714,0.0,5,3
0,entropy,40,ec55a18c3af5c6989c36,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,41,98a0bf2389fdbf5ecd98,all_wrong,0,4,0,1.3208883431493221,0.17857142857142858,0.0,5,3
0,entropy,42,f665c1af2c96c415ae4f,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,43,912342bd3661f2a0edef,all_wrong,0,5,0,1.559581156259877,0.10714285714285714,0.0,5,3
0,entropy,44,40696ae20d712c7ef99c,all_wrong,0,4,0,1.3208883431493221,0.17857142857142858,0.0,5,3
0,entropy,45,663615844bbe432868b1,all_wrong,0,4,0,1.3208883431493221,0.17857142857142858,0.0,5,3
0,entropy,46,d1dbf37dad1c6d585307,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,47,e120fa84b3331cd1bdfe,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,48,285cc2d99bc64773d128,all_wrong,0,4,0,1.0735428464085233,0.35714285714285715,0.0,5,3
0,entropy,49,c080b7705371fbd18af9,all_wrong,0,5,0,1.4941751382893085,0.14285714285714285,0.0,5,3
0,entropy,50,ed34fcfa3a095d03cb61,all_wrong,0,2,0,0.37677016125643675,0.75,0.0,5,3
0,entropy,51,3012f8218334b0882801,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,52,474db377df5acbb5d0c3,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,53,1024659a78eaf340da4e,all_wrong,0,2,0,0.5623351446188083,0.5714285714285714,0.0,5,3
0,entropy,54,261af030ee95227ce2c8,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,55,3c58229f4e9cbda91be5,all_wrong,0,6,0,1.7328679513998633,0.07142857142857142,0.0,5,3
0,entropy,56,584024edc0865d1e66c1,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,57,013b955ed2c9d6feeb28,all_wrong,0,3,0,0.9002560512685369,0.39285714285714285,0.0,5,3
0,entropy,58,7114759266ada9575ded,all_wrong,0,5,0,1.4941751382893085,0.14285714285714285,0.0,5,3
0,entropy,59,fd3d7a2c987035d5e8c1,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,60,dc1a6d20f0fa146b62f2,all_wrong,0,4,0,1.3208883431493221,0.17857142857142858,0.0,5,3
0,entropy,61,76b7e95f2c5d8f517843,all_wrong,0,2,0,0.6931471805599453,0.42857142857142855,0.0,5,3
0,entropy,62,5b759cdfc67909c722c7,all_wrong,0,2,0,0.37677016125643675,0.75,0.0,5,3
0,entropy,63,5511a7e3832427045228,all_wrong,0,4,0,1.0735428464085233,0.35714285714285715,0.0,5,3
0,entropy,64,670146be6d32a043bf49,all_wrong,0,3,0,1.0821955300387673,0.25,0.0,5,3
0,entropy,65,6aa54196eb4a8e4964c0,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,66,4198150f0b2baf30e430,all_wrong,0,5,0,1.559581156259877,0.10714285714285714,0.0,5,3
0,entropy,67,b376ab06e82f60a7c613,all_wrong,0,1,0,-0.0,1.0,0.0,5,3
0,entropy,68,7741fff7c0d9471d9963,all_wrong,0,5,0,1.3862943611198906,0.21428571428571427,0.0,5,3
0,entropy,69,f9e7b4b67374cd48b677,mixed,2,3,1,1.0821955300387673,0.25,0.25,6,3
0,entropy,70,33c7285a84f38344a733,all_wrong,0,3,0,0.7356219397587946,0.5357142857142857,0.0,6,3
0,entropy,71,ebd9684ddbd2052363b4,all_wrong,0,2,0,0.6615632381579821,0.4642857142857143,0.0,6,3
0,entropy,72,6273147a5dd10058351d,all_wrong,0,1,0,-0.0,1.0,0.0,6,3
0,entropy,73,e08246e900811f8d8911,all_wrong,0,4,0,1.3208883431493221,0.17857142857142858,0.0,6,3
0,entropy,74,bcc13ad79509a1a2a0fd,mixed,2,3,1,0.9002560512685369,0.39285714285714285,0.25,7,3
0,entropy,75,c99880e9145a7b0a8ef4,all_wrong,0,1,0,-0.0,1.0,0.0,7,3
0,entropy,76,6bcbfe751dedfec8fa6a,mixed,1,8,1,2.0794415416798357,0.0,0.125,8,4
0,entropy,77,ed65448eeda9dc2f1ad3,all_wrong,0,1,0,-0.0,1.0,0.0,8,4
0,entropy,78,dd60c963a673ec62bd53,all_wrong,0,4,0,1.2130075659799042,0.25,0.0,8,4
0,entropy,79,1c7002ecf3a5805fb8ea,mixed,4,5,1,1.3862943611198906,0.21428571428571427,0.5,9,5
0,entropy,80,c3230c325dbe3b046c21,all_wrong,0,3,0,1.0397207708399179,0.2857142857142857,0.0,9,5
0,entropy,81,e19815e575c67d65d6d6,all_wrong,0,5,0,1.4941751382893085,0.14285714285714285,0.0,9,5
0,entropy,82,b8610bc345dfbc4c2b94,all_wrong,0,1,0,-0.0,1.0,0.0,9,5
0,entropy,83,528d3d894d60c2b26473,all_wrong,0,3,0,0.9743147528693494,0.32142857142857145,0.0,9,5
0,entropy,84,6fe6428696d1bda6dcdb,all_wrong,0,5,0,1.3862943611198906,0.21428571428571427,0.0,9,5
0,entropy,85,6fddb775dfc78fbffd3f,mixed,1,4,1,1.2130075659799042,0.25,0.125,10,6
0,entropy,86,d62b9ce05813dccdbae5,mixed,1,7,1,1.9061547465398496,0.03571428571428571,0.125,11,7
0,entropy,87,4db70371d92b545bd09e,all_wrong,0,7,0,1.9061547465398496,0.03571428571428571,0.0,11,7
0,entropy,88,ef175a0420dcffd4a635,all_wrong,0,2,0,0.6931471805599453,0.42857142857142855,0.0,11,7
0,entropy,89,22196ceeee8485da3677,all_wrong,0,2,0,0.37677016125643675,0.75,0.0,11,7
0,entropy,90,70802cd8dfb912800eac,mixed,3,4,1,1.3208883431493221,0.17857142857142858,0.375,12,8
0,entropy,91,e6d56dad889595b1db3b,all_wrong,0,5,0,1.4941751382893085,0.14285714285714285,0.0,12,8
0,entropy,92,dc55e5d72251ed53732b,all_wrong,0,6,0,1.7328679513998633,0.07142857142857142,0.0,12,8
0,entropy,93,fcb3ba347163d9983308,all_wrong,0,5,0,1.4941751382893085,0.14285714285714285,0.0,12,8
0,entropy,94,1abb8f5eb5e604d3bb10,all_wrong,0,1,0,-0.0,1.0,0.0,12,8
