model,seed,arm,phase,evaluation_set,family,depth,score_key,method,target_control,tasks,rows,mrr,correct_mass,hit@1,hit@8,hit@16,hit@32,hit@64,hit@100,hit@125,iid_pass@1,iid_pass@8,iid_pass@16,iid_pass@32,iid_pass@64,iid_pass@100,iid_pass@125
Qwen/Qwen3-0.6B,0,atomic_control,,dev_C,C,3,score,train_unseen_first,task_blind,200,200,0.0139427801280884,0.008944282379610966,0.0,0.0,0.0,0.0,0.358549947234824,0.8043575934481997,1.0,0.008944282379610966,0.06872441286090299,0.13140809649694923,0.24108764878545877,0.4111741170609642,0.5472500862783856,0.6182362794937434
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,raw,own_target,200,200,0.02943784789813014,4.1378708000488656e-05,0.0,0.015,0.125,0.285,0.655,0.97,1.0,4.1378708000488656e-05,0.0003295085606974477,0.0006555805359250781,0.0012976668631692514,0.0025433001670965506,0.0038870185573810488,0.004786701386298823
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,unigram,own_target,200,200,0.035912819051278536,0.0001339943711034606,0.0,0.04,0.16,0.355,0.75,0.97,1.0,0.0001339943711034606,0.0010486904496803066,0.0020467942674090374,0.003906482611101531,0.007169710221363126,0.010282564952177489,0.012183607852933313
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,unigram,minus_bias_only,200,200,0.026849620288729153,0.005754843257746977,0.0,0.0,0.045,0.41,0.64,1.0,1.0,0.005754843257746977,0.04292669179968771,0.0795313825727614,0.1379516113046416,0.21555382512884602,0.2683835992571672,0.2939214787408913
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,unigram,shuffled_program_bias,200,200,0.03115390238221222,0.0003413405115111739,0.0,0.05,0.11,0.285,0.58,0.87,1.0,0.0003413405115111739,0.002349468635314,0.004032051360373921,0.006268226067356093,0.008934526967959672,0.01115623503132378,0.01256026790195781
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,positional,own_target,200,200,0.039866692069045334,0.0003950894631879751,0.0,0.045,0.185,0.435,0.77,0.945,1.0,0.0003950894631879751,0.0031084290345262167,0.00610179623348077,0.011769923921642864,0.02199337780979782,0.03203808251967444,0.03827905515398176
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,positional,minus_bias_only,200,200,0.02421087529470669,0.004255966366629813,0.0,0.0,0.0,0.34,0.665,0.855,1.0,0.004255966366629813,0.0329130387161125,0.06337828207282156,0.1178113402838272,0.2055442992108901,0.27935416064510266,0.31947005890709784
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,positional,shuffled_program_bias,200,200,0.03223592323665955,0.00022937101883875613,0.0,0.03,0.145,0.335,0.605,0.905,1.0,0.00022937101883875613,0.0016795438978984248,0.0030575019296780847,0.0051747841662647676,0.00796863284060245,0.0101091569934693,0.0113367287768659
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,bigram,own_target,200,200,0.04937731741487779,0.005842161490706888,0.0,0.075,0.235,0.445,0.735,0.945,1.0,0.005842161490706888,0.03935373266245406,0.06667207166804336,0.10282175048920195,0.1447050336706468,0.17372809345302948,0.1888071140778642
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,bigram,minus_bias_only,200,200,0.023978897787401747,0.0005581273863492586,0.0,0.0,0.07,0.165,0.665,0.945,1.0,0.0005581273863492586,0.004403128066755069,0.008668480912362131,0.016808498726531812,0.031671051055373975,0.046438920006304334,0.0556602880653028
