model,seed,arm,evaluation_set,family,depth,score_key,method,target_control,tasks,mrr,correct_mass,hit@1,hit@8,hit@16,hit@32,hit@64,hit@100,hit@125,iid_pass@1,iid_pass@8,iid_pass@16,iid_pass@32,iid_pass@64,iid_pass@100,iid_pass@125
Qwen/Qwen3-0.6B,0,composition,dev_C,C,3,score,full,own_target,200,0.19709950065353074,0.06534063747734113,0.1,0.355,0.465,0.69,0.915,0.975,1.0,0.06534063747734113,0.27765302000835057,0.3991600085204901,0.545705249287257,0.7031016973280876,0.7945322438149239,0.8331974378346629
Qwen/Qwen3-0.6B,0,composition,dev_D,D,3,score,raw,own_target,200,0.014842797466231595,0.0019049553342282144,0.0,0.0,0.0,0.035,0.31,0.71,1.0,0.0019049553342282144,0.014959430138727008,0.029304425337534933,0.0563042839379626,0.1044493686613433,0.15100277470696594,0.17950459222036513
Qwen/Qwen3-0.6B,0,composition,dev_D,D,3,score,unigram,own_target,200,0.015209522458710292,0.0013556981119730903,0.0,0.0,0.0,0.06,0.27,0.69,1.0,0.0013556981119730903,0.010709615729952805,0.021116347178913406,0.0410693539671137,0.07783940028348732,0.11484442513948455,0.13819867687762366
Qwen/Qwen3-0.6B,0,composition,dev_D,D,3,score,bigram,own_target,200,0.05263949721580492,0.011811296653329164,0.0,0.125,0.21,0.44,0.685,0.95,1.0,0.011811296653329164,0.08740639288774556,0.16093369509882152,0.2775689751242799,0.43540581506336123,0.5485585989349295,0.6050871026447251
Qwen/Qwen3-0.6B,0,composition,dev_D,D,3,score,full,own_target,200,0.08333783720061422,0.01718431805300819,0.01,0.195,0.29,0.48,0.75,0.98,1.0,0.01718431805300819,0.11866558301117246,0.20636017120720296,0.33179187307002,0.49008648372656777,0.6020128098295867,0.65795637538579
Qwen/Qwen3-0.6B,1,atomic_control,dev_A,A,3,score,raw,own_target,200,0.08654391926031582,0.024248393199473056,0.025,0.165,0.33,0.57,0.815,0.94,1.0,0.024248393199473056,0.031349038301730026,0.03663810972480117,0.04512113183932946,0.05749656276445109,0.06781995185303549,0.07374040769298949
Qwen/Qwen3-0.6B,1,atomic_control,dev_A,A,3,score,unigram,own_target,200,0.11556253094369837,0.041180818775577936,0.05,0.22,0.385,0.585,0.795,0.935,1.0,0.041180818775577936,0.06520168819754757,0.07489348876366514,0.08823496381996229,0.10735661467275927,0.12343843081664962,0.13250813581848647
Qwen/Qwen3-0.6B,1,atomic_control,dev_A,A,3,score,bigram,own_target,200,0.12467256218778971,0.036686912948123054,0.03,0.315,0.43,0.6,0.8,0.945,1.0,0.036686912948123054,0.1300464192502655,0.1788466139013498,0.23443608201684513,0.2952627793393876,0.33550545777778723,0.35546077997799536
Qwen/Qwen3-0.6B,1,atomic_control,dev_A,A,3,score,full,own_target,200,0.16328066850722261,0.046906955385566614,0.055,0.345,0.435,0.62,0.86,0.935,1.0,0.046906955385566614,0.22008970622129198,0.3036619318233194,0.384036240831616,0.4608285461881863,0.5091428555697249,0.5331662083284079
Qwen/Qwen3-0.6B,1,atomic_control,dev_B,B,3,score,raw,own_target,200,0.028890354085586645,6.927479569100667e-05,0.0,0.0,0.125,0.295,0.64,0.92,1.0,6.927479569100667e-05,0.0005477725500806821,0.0010812085946914707,0.0021072280989274618,0.0040097415429204844,0.0059412130897445944,0.007170022371383728
Qwen/Qwen3-0.6B,1,atomic_control,dev_B,B,3,score,unigram,own_target,200,0.037058951754540874,0.0013124533694189174,0.005,0.015,0.11,0.385,0.735,0.93,1.0,0.0013124533694189174,0.005217146503462564,0.006427218053593286,0.007879326015977066,0.010432584553650016,0.012982516296474596,0.014585839567145892
Qwen/Qwen3-0.6B,1,atomic_control,dev_B,B,3,score,bigram,own_target,200,0.055384470951157054,0.006300911863906511,0.005,0.08,0.215,0.415,0.72,0.935,1.0,0.006300911863906511,0.0347858746837782,0.053984056508061665,0.08077941221497976,0.11770747559658418,0.14747075013155098,0.16410885553158608
Qwen/Qwen3-0.6B,1,atomic_control,dev_B,B,3,score,full,own_target,200,0.07946907369279545,0.017163248535240212,0.025,0.135,0.25,0.42,0.75,0.895,1.0,0.017163248535240212,0.09364022329808669,0.14229788989225753,0.1991240132849851,0.26030582624648496,0.3022451172001449,0.32419673996494075
Qwen/Qwen3-0.6B,1,atomic_control,dev_C,C,3,score,raw,own_target,200,0.07890866268264048,0.01627408357250469,0.02,0.135,0.26,0.525,0.765,0.955,1.0,0.01627408357250469,0.025969410309680446,0.029647277242766182,0.03441609243528907,0.041411912328898313,0.0475521368360317,0.05115908144731067
Qwen/Qwen3-0.6B,1,atomic_control,dev_C,C,3,score,unigram,own_target,200,0.08283812386164283,0.019223881854784585,0.02,0.17,0.32,0.535,0.8,0.905,1.0,0.019223881854784585,0.03515669506431171,0.04580579184855093,0.061114245113747134,0.08225100189480038,0.09923991729740261,0.10863314951165216
Qwen/Qwen3-0.6B,1,atomic_control,dev_C,C,3,score,bigram,own_target,200,0.09560818381126744,0.02613686335898863,0.03,0.18,0.345,0.54,0.795,0.93,1.0,0.02613686335898863,0.09126501121047191,0.1290819863260064,0.17550984228637645,0.22975388237749686,0.2684289720915898,0.28876844166274857
Qwen/Qwen3-0.6B,1,atomic_control,dev_C,C,3,score,full,own_target,200,0.10084231590214024,0.028813859795545786,0.025,0.205,0.34,0.535,0.82,0.95,1.0,0.028813859795545786,0.1451602235253153,0.21467054812451003,0.293443727671159,0.37711464849002746,0.4327359038645111,0.46099825975978936
Qwen/Qwen3-0.6B,1,atomic_control,dev_D,D,3,score,raw,own_target,200,0.025907167850780576,6.300278284239503e-05,0.0,0.0,0.09,0.245,0.585,0.915,1.0,6.300278284239503e-05,0.0004991661550937751,0.000987437242247908,0.0019325637609501644,0.0037054932035920723,0.005531256369627667,0.006705271138810669
