model,seed,arm,evaluation_set,family,depth,score_key,method,target_control,tasks,mrr,correct_mass,hit@1,hit@8,hit@16,hit@32,hit@64,hit@100,hit@125,iid_pass@1,iid_pass@8,iid_pass@16,iid_pass@32,iid_pass@64,iid_pass@100,iid_pass@125
Qwen/Qwen3-8B,2,composition,dev_B,B,3,score,unigram,own_target,200,0.020068585014704557,0.0017624741636056123,0.0,0.025,0.045,0.07,0.345,0.945,1.0,0.0017624741636056123,0.013685969135254819,0.026503721575137994,0.04995574298025228,0.09024980282263112,0.12830458558848054,0.15155495211227887
Qwen/Qwen3-8B,2,composition,dev_B,B,3,score,bigram,own_target,200,0.11586206530964559,0.020229747030551602,0.035,0.255,0.45,0.62,0.87,0.965,1.0,0.020229747030551602,0.129638642517296,0.22295243553855978,0.35993823077435216,0.5296406702862018,0.640563229401496,0.6924214049721752
Qwen/Qwen3-8B,2,composition,dev_B,B,3,score,full,own_target,200,0.12169576069591442,0.021426211626278314,0.03,0.28,0.445,0.635,0.895,0.98,1.0,0.021426211626278314,0.14226094802040803,0.24406358181729942,0.3881219281259294,0.5604404924552616,0.6719458505563064,0.7243100116145413
Qwen/Qwen3-8B,2,composition,dev_C,C,3,score,raw,own_target,200,0.3528679632221307,0.13695011281743283,0.245,0.515,0.71,0.875,0.98,1.0,1.0,0.13695011281743283,0.4199899680567579,0.5624965381323535,0.7081754640262768,0.8328451836724057,0.8912814613645026,0.9132044207285172
Qwen/Qwen3-8B,2,composition,dev_C,C,3,score,unigram,own_target,200,0.3123655312744718,0.13631592163458284,0.23,0.445,0.65,0.86,0.955,0.99,1.0,0.13631592163458284,0.38014733224111663,0.5069396152419255,0.6490787636887595,0.7813751164909118,0.8483330613309659,0.8748665225321937
Qwen/Qwen3-8B,2,composition,dev_C,C,3,score,bigram,own_target,200,0.27700026513162535,0.10786403244230701,0.165,0.485,0.655,0.815,0.94,0.985,1.0,0.10786403244230701,0.338890150449873,0.4653077747379447,0.6040642292206223,0.7372204342111135,0.811103339389841,0.8427581387483213
Qwen/Qwen3-8B,2,composition,dev_C,C,3,score,full,own_target,200,0.2676726064399248,0.1061600923285662,0.155,0.475,0.62,0.795,0.91,0.97,1.0,0.1061600923285662,0.32911431094020827,0.46135262384541276,0.6087886156273029,0.7471580112566657,0.820024855510299,0.8500223959052414
Qwen/Qwen3-8B,2,composition,dev_D,D,3,score,raw,own_target,200,0.017116217838176316,0.0018473793343932792,0.0,0.005,0.02,0.08,0.345,0.85,1.0,0.0018473793343932792,0.01447034702937334,0.028267928889005867,0.05403613275068071,0.0993768856178276,0.14256980585390033,0.16875407958291805
Qwen/Qwen3-8B,2,composition,dev_D,D,3,score,unigram,own_target,200,0.018092577128725588,0.001347307138520213,0.0,0.01,0.03,0.075,0.325,0.87,1.0,0.001347307138520213,0.01056580982162066,0.020672819172996057,0.03966609100555365,0.07363674702911935,0.10696488993219319,0.12778640874637942
Qwen/Qwen3-8B,2,composition,dev_D,D,3,score,bigram,own_target,200,0.08217448657928256,0.016953760205176725,0.015,0.175,0.38,0.61,0.86,0.98,1.0,0.016953760205176725,0.1109008985991247,0.19586977567638106,0.32680961388065555,0.4970057731793024,0.6118382971823665,0.6661678955422746
Qwen/Qwen3-8B,2,composition,dev_D,D,3,score,full,own_target,200,0.11835734420232775,0.01941715073319738,0.035,0.25,0.445,0.65,0.895,1.0,1.0,0.01941715073319738,0.13033507998386043,0.2266123819258969,0.3658900476241547,0.5361934542751456,0.6481594427456866,0.7009361187366088
