seed,arm,k,hit_fraction
83005,diverse,7,0.242
83005,diverse,8,0.268
83005,diverse,9,0.289
83005,diverse,10,0.312
83005,diverse,11,0.337
83005,diverse,12,0.355
83005,diverse,13,0.365
83005,diverse,14,0.386
83005,diverse,15,0.405
83005,diverse,16,0.421
83005,diverse,17,0.435
83005,diverse,18,0.447
83005,diverse,19,0.465
83005,diverse,20,0.488
83005,diverse,21,0.501
83005,diverse,22,0.516
83005,diverse,23,0.524
83005,diverse,24,0.539
83005,diverse,25,0.55
83005,diverse,26,0.562
83005,diverse,27,0.58
83005,diverse,28,0.597
83005,diverse,29,0.6
83005,diverse,30,0.61
83005,diverse,31,0.626
83005,diverse,32,0.631
83005,diverse,33,0.634
83005,diverse,34,0.649
83005,diverse,35,0.66
83005,diverse,36,0.67
83005,diverse,37,0.677
83005,diverse,38,0.688
83005,diverse,39,0.699
83005,diverse,40,0.713
83005,diverse,41,0.718
83005,diverse,42,0.731
83005,diverse,43,0.739
83005,diverse,44,0.749
83005,diverse,45,0.758
83005,diverse,46,0.772
83005,diverse,47,0.779
83005,diverse,48,0.784
83005,diverse,49,0.791
83005,diverse,50,0.8
83005,diverse,51,0.805
83005,diverse,52,0.811
83005,diverse,53,0.817
83005,diverse,54,0.829
83005,diverse,55,0.84
83005,diverse,56,0.844
83005,diverse,57,0.847
83005,diverse,58,0.855
83005,diverse,59,0.862
83005,diverse,60,0.865
83005,diverse,61,0.868
83005,diverse,62,0.875
83005,diverse,63,0.883
83005,diverse,64,0.889
83005,diverse,65,0.892
83005,diverse,66,0.895
83005,diverse,67,0.9
83005,diverse,68,0.903
83005,diverse,69,0.906
83005,diverse,70,0.909
83005,diverse,71,0.913
83005,diverse,72,0.917
83005,diverse,73,0.918
83005,diverse,74,0.921
83005,diverse,75,0.922
83005,diverse,76,0.923
83005,diverse,77,0.929
83005,diverse,78,0.931
83005,diverse,79,0.933
83005,diverse,80,0.935
83005,diverse,81,0.938
83005,diverse,82,0.939
83005,diverse,83,0.941
83005,diverse,84,0.943
83005,diverse,85,0.946
83005,diverse,86,0.947
83005,diverse,87,0.948
83005,diverse,88,0.952
83005,diverse,89,0.955
83005,diverse,90,0.957
83005,diverse,91,0.96
83005,diverse,92,0.962
83005,diverse,93,0.963
83005,diverse,94,0.963
83005,diverse,95,0.966
83005,diverse,96,0.969
83005,diverse,97,0.969
83005,diverse,98,0.972
83005,diverse,99,0.975
83005,diverse,100,0.978
83005,diverse,101,0.98
83005,diverse,102,0.981
83005,diverse,103,0.982
83005,diverse,104,0.984
83005,diverse,105,0.984
83005,diverse,106,0.984
83005,diverse,107,0.984
83005,diverse,108,0.985
83005,diverse,109,0.987
83005,diverse,110,0.988
83005,diverse,111,0.989
83005,diverse,112,0.992
83005,diverse,113,0.995
83005,diverse,114,0.997
83005,diverse,115,0.999
83005,diverse,116,0.999
83005,diverse,117,1.0
83005,diverse,118,1.0
83005,diverse,119,1.0
83005,diverse,120,1.0
83005,diverse,121,1.0
83005,diverse,122,1.0
83005,diverse,123,1.0
83005,diverse,124,1.0
83005,diverse,125,1.0
