seed,arm,task_id,task_fingerprint,best_rank,correct_programs,entropy_nats,effective_programs,correct_mass,correct_entropy_nats
83000,random,s4c-151d4621fad06b8d7784af97,151d4621fad06b8d7784af97e7fd1284e317880107ff7db90c610ed6d3a77db9,2,3,3.1738854645333983,23.900167434329294,0.24913561566778025,1.0000444710040972
83000,random,s4c-1577301e3f6e90bbab711970,1577301e3f6e90bbab7119702d72d64ccb281db631f22daccd3d226bd09ae51f,12,1,4.267636864744727,71.3528198663626,0.02323460765900071,-0.0
83000,random,s4c-16562c4bcae581b38ed16e4e,16562c4bcae581b38ed16e4ef64cf044e5c69d51a7f27b9ddb4a7d77c7d0c8cd,1,1,2.5551923810162855,12.87377608943278,0.21796178964733573,-0.0
83000,random,s4c-16fd6bd2f1d95bd2388a20eb,16fd6bd2f1d95bd2388a20eb51feba36f0584179700b64fe700d8ec50f73cb92,43,2,4.1979573887507975,66.55025581268066,0.015973165503456434,0.6905829636662858
83000,random,s4c-171720baffd93d877cf7498e,171720baffd93d877cf7498e7d69be4ce4141607b031da5cda7f763a5e108954,54,1,4.324923484330945,75.55973113515176,0.006277119838627467,-0.0
83000,random,s4c-17b2c4d48d507335df3fc6d5,17b2c4d48d507335df3fc6d559d8ee0d0cc51af03e072e296240eb588b9c9861,13,3,4.264988940716387,71.1641329447137,0.02350753191281832,0.7105211090155659
83000,random,s4c-17bfdde0ec3e809d64fcfd4c,17bfdde0ec3e809d64fcfd4c2ccae31b289ca3fe0da7d4c617446b1d2d474181,41,1,4.330458517445439,75.97911633387784,0.009704737364263279,-0.0
83000,random,s4c-180385d39d39b58801f7269f,180385d39d39b58801f7269fff56f477150ff514b1843a17735f7456349fa446,2,3,4.072182795626609,58.684920075457725,0.07754197872464673,0.5656499225677012
83000,random,s4c-187dc1fcd1027306ad8e85be,187dc1fcd1027306ad8e85bede1cdba6d02f3e1a39ef400617587635096ad04f,4,1,4.12677691077057,61.97784055593121,0.037382838613867694,-0.0
83000,random,s4c-195d40d78e6f6aa3d271bde5,195d40d78e6f6aa3d271bde5fb5fcc416a394c1de761b9f6cc988749f9c8940e,53,1,3.1015408156365405,22.23218059563449,0.0015963251020762908,-0.0
83000,random,s4c-19f36f825f153cf5e36f86f8,19f36f825f153cf5e36f86f89378da8b300ef680e5d0a78b381fe416d870306b,14,1,4.291402501956054,73.06887591094086,0.019339863032008922,-0.0
83000,random,s4c-1a67ed5b4a760de6a616ff67,1a67ed5b4a760de6a616ff67fb5020e54ff75dd67bb3d4ac127844ec10556701,2,1,3.049143156786627,21.09725963199561,0.14446049181739606,-0.0
83000,random,s4c-1a70446da13bababa6c96f6e,1a70446da13bababa6c96f6e76d10b8a6bd9e4e4fb837e809db26403f3585ea9,109,1,3.5035915723336415,33.234602340289634,0.00023016647241045965,-0.0
83000,random,s4c-1ae1047d1b678ccc1273d978,1ae1047d1b678ccc1273d978a7033f4a24434b2877ecf4062cfe676ec2ff4ce0,7,2,3.853620057114021,47.163489094001676,0.06084523043873813,0.6504270047917142
83000,random,s4c-1b2687f757b58bb57dea2792,1b2687f757b58bb57dea27921c488215322fbc5028e61c3927dd91b4d585c8c2,73,1,4.280548225734949,72.28005493361029,0.0036680505983695605,-0.0
83000,random,s4c-1b39939814a34c6025cef58f,1b39939814a34c6025cef58f82f4f9e72c248c580b5270f99547222af3f7a864,64,1,4.3510217974300005,77.55767067980676,0.0048275289925983995,-0.0
83000,random,s4c-1b6c73043c2551bb76474841,1b6c73043c2551bb764748412d0cd2427abeb56eb34af72ded72da25dfe7c8d1,7,2,3.978900436802243,53.458221206443866,0.05062011007673774,0.6542404152913043
83000,random,s4c-1b8b4a979cbaea94b8267993,1b8b4a979cbaea94b8267993acd57891e4aa8080fc52139434d49f4436e58c4e,1,3,2.9039149491022167,18.24543568145773,0.30684093106887644,0.8974138510806619
83000,random,s4c-1badbcfdc3db7f6ff20fdfc7,1badbcfdc3db7f6ff20fdfc7089506fc06120b04516da7c08a7a990a28678339,52,1,4.155778120071632,63.801590536018395,0.005973726855293355,-0.0
83000,random,s4c-1bf574e8902c3789ec7a160b,1bf574e8902c3789ec7a160b0a160e0f6cfd195ecfbfd5ed7fb7dc4d8679007b,38,3,4.227142745299721,68.52116977272237,0.022629285834351653,1.0824975375503918
83000,random,s4c-1c1d36cae9ca0d4a25c10797,1c1d36cae9ca0d4a25c107972c81a67878a03517b75c2b94133c922529ddb1d0,23,2,4.22160565951934,68.14281064806883,0.01931330626294791,0.5349358091817286
