split,depth,k,atomic_control,composition,delta,delta_ci95_low,delta_ci95_high,sign_flip_p
capacity_d3_heldout,3,89,0.86,0.9988888888888888,0.13888888888888887,0.10542381210194862,0.1723539656758291,
capacity_d3_heldout,3,90,0.8666666666666667,1.0,0.13333333333333333,0.09538750299736573,0.17127916366930093,
capacity_d3_heldout,3,91,0.8733333333333334,1.0,0.12666666666666668,0.09057298250880647,0.1627603508245269,
capacity_d3_heldout,3,92,0.8766666666666666,1.0,0.12333333333333334,0.0795172626151438,0.16714940405152287,
capacity_d3_heldout,3,93,0.8777777777777778,1.0,0.12222222222222223,0.08309029950237853,0.16135414494206593,
capacity_d3_heldout,3,94,0.88,1.0,0.12,0.07618392928181046,0.16381607071818954,
capacity_d3_heldout,3,95,0.8844444444444445,1.0,0.11555555555555556,0.07642363283571188,0.15468747827539925,
capacity_d3_heldout,3,96,0.8888888888888888,1.0,0.11111111111111112,0.06861909558643683,0.1536031266357854,
capacity_d3_heldout,3,97,0.8933333333333332,1.0,0.10666666666666667,0.05629860068954778,0.15703473264378556,
capacity_d3_heldout,3,98,0.9011111111111111,1.0,0.0988888888888889,0.05975696616904521,0.13802081160873259,
capacity_d3_heldout,3,99,0.9066666666666666,1.0,0.09333333333333334,0.060211497176662264,0.1264551694900044,
capacity_d3_heldout,3,100,0.9122222222222223,1.0,0.08777777777777777,0.062480557553799373,0.11307499800175617,
capacity_d3_heldout,3,101,0.9166666666666666,1.0,0.08333333333333333,0.06899115756750178,0.09767550909916488,
capacity_d3_heldout,3,102,0.9244444444444445,1.0,0.07555555555555556,0.07077483030027838,0.08033628081083273,
capacity_d3_heldout,3,103,0.9288888888888889,1.0,0.07111111111111111,0.058462500999121925,0.0837597212231003,
capacity_d3_heldout,3,104,0.93,1.0,0.06999999999999999,0.05565782423416846,0.08434217576583153,
capacity_d3_heldout,3,105,0.9333333333333332,1.0,0.06666666666666667,0.050105748588331125,0.0832275847450022,
capacity_d3_heldout,3,106,0.9366666666666666,1.0,0.06333333333333334,0.04142529797423858,0.0852413686924281,
capacity_d3_heldout,3,107,0.938888888888889,1.0,0.061111111111111116,0.04198821009000238,0.08023401213221985,
capacity_d3_heldout,3,108,0.9411111111111111,1.0,0.058888888888888886,0.03359166866491048,0.0841861091128673,
capacity_d3_heldout,3,109,0.9444444444444445,1.0,0.05555555555555556,0.030258335331577166,0.08085277577953395,
capacity_d3_heldout,3,110,0.9499999999999998,1.0,0.049999999999999996,0.0251586228824967,0.0748413771175033,
capacity_d3_heldout,3,111,0.9544444444444444,1.0,0.04555555555555555,0.014206243592497454,0.07690486751861364,
capacity_d3_heldout,3,112,0.9611111111111111,1.0,0.03888888888888889,0.013591668664910486,0.06418610911286729,
