split,seed,task_id,atomic_rank,composition_rank,hit32_delta,correct_mass_delta
capacity_d3_train,1,1fec8ff1647e4ed56617,22,2,0,0.08665400063892202
capacity_d3_train,1,2058335b7a4558079ffe,45,7,1,0.05375854535147807
capacity_d3_train,1,20925cd8cee70beae327,34,8,1,0.03931813839483498
capacity_d3_train,1,258622f21fec547ea9cb,49,4,1,0.09157269674888727
capacity_d3_train,1,26d32b85c72c7d3a01b4,45,21,1,0.0239602851148814
capacity_d3_train,1,273c18dcbd7fa507b907,16,3,0,0.05148313421475543
capacity_d3_train,1,27d49094246caf31eb63,30,16,0,0.02673816311593386
capacity_d3_train,1,286cf1c0897270ddbbfb,1,17,0,-0.8137613838756276
capacity_d3_train,1,2885d829a552da0767c2,4,1,0,0.3386853757092694
capacity_d3_train,1,2a0bbf8b7127b83ee409,18,5,0,0.0815690585890873
capacity_d3_train,1,2a305abad7abdf5c2482,46,7,1,0.06340600885219073
capacity_d3_train,1,2a8675e254ea1f415ccc,107,1,1,0.10617376499220708
capacity_d3_train,1,2baf8d7d1d7d17df4b4e,70,7,1,0.041662401626640866
capacity_d3_train,1,2bc972210c06bdc2b552,17,8,0,0.030244282917011443
capacity_d3_train,1,2ce17884bde01fa65eb2,59,29,1,0.007300177569660516
capacity_d3_train,1,2cea4522dd3ff03b2c73,33,10,1,0.09419617700746766
capacity_d3_train,1,2e292bb2d08ff10f6760,18,1,0,0.6433519416814002
capacity_d3_train,1,2fc1555b303fa7a9b1e6,59,6,1,0.08912478618883028
capacity_d3_train,1,3108f56a48762b52f3b5,100,11,1,0.030359786702839883
capacity_d3_train,1,32ada8f3f11987cea208,7,4,0,0.09521602665687
capacity_d3_train,1,33959a16f8636edca4c9,1,3,0,-0.7731583658519842
capacity_d3_train,1,341fe47a9d003e8d69e9,68,11,1,0.06358115218215284
capacity_d3_train,1,349d1365b615ef39b990,38,7,1,0.08714637483596091
capacity_d3_train,1,35d32163fdd690915fba,43,6,1,0.03821538306016755
capacity_d3_train,1,362484a3dda37a36c2c4,54,1,1,0.09589317154741754
capacity_d3_train,1,378426558f1a0b702688,26,2,0,0.16299038417881673
capacity_d3_train,1,37fbff6cc8ca4aaf0e59,73,6,1,0.10296001174163324
capacity_d3_train,1,3874933f18fe0ceb64f4,19,17,0,0.0030314537408666405
capacity_d3_train,1,38b68311a44ba3982aaf,14,17,0,0.0050504863769363344
capacity_d3_train,1,38c0460d3beb664ed522,45,17,1,0.025511811344953342
capacity_d3_train,1,3a698cab69000b64aa38,100,3,1,0.07513971812933598
capacity_d3_train,1,3b001cfa1bc011677132,69,14,1,0.04095941789120883
capacity_d3_train,1,3b75e1deb6a5d131f45b,79,4,1,0.08361404917911078
capacity_d3_train,1,3c0c656d6fe3b7a813f5,10,4,0,0.10827902036390818
capacity_d3_train,1,3c619949306344745c99,40,1,1,0.14324492341122508
capacity_d3_train,1,3d51c78a744af0eb4145,72,19,1,0.012519721969954722
capacity_d3_train,1,3dc689d1874eaf326108,12,5,0,0.06137137734979705
capacity_d3_train,1,3df9b67792216b4baf31,66,3,1,0.15481874674604593
capacity_d3_train,1,3e948e1f925e2abf2889,7,12,0,0.021137334469459215
capacity_d3_train,1,3f88042c240da894c8d2,114,12,1,0.02457166141197277
capacity_d3_train,1,40ce564b86a6bf8c99c6,4,11,0,0.0062516871891298426
capacity_d3_train,1,4177ce195be7da930009,28,32,0,0.004853594236220959
capacity_d3_train,1,41cf5e9a728737de3d5d,77,18,1,0.01937153612161919
capacity_d3_train,1,426b6ff6a33583fffa5f,31,1,0,0.14157108781746075
capacity_d3_train,1,4347c6a63c1cddba9649,4,1,0,0.24994463636486888
capacity_d3_train,1,43c334b9ec0fe01d6d3c,70,3,1,0.124441977007955
capacity_d3_train,1,4688ab7b6cff96e5f9a8,98,1,1,0.2512505269714949
capacity_d3_train,1,46f5db171c77ea7f89a7,4,24,0,-0.006342744049053533
capacity_d3_train,1,473bc56ab16b2aa3d359,52,8,1,0.03601264396810705
capacity_d3_train,1,478d40653e55b879cde9,114,1,1,0.6766495169673068
capacity_d3_train,1,47bd3fdb174ab3c7d185,90,1,1,0.29711069952410823
capacity_d3_train,1,48ffd3b0985c932655ea,50,1,1,0.13400854568709855
capacity_d3_train,1,4abd804c057d213572e6,7,1,0,0.09849433152224006
capacity_d3_train,1,4bb39f3f29512961ae8d,121,20,1,0.010675733422456635
capacity_d3_train,1,4d444d81921e635de3c3,67,2,1,0.13062169513129318
capacity_d3_train,1,4e070a2e6ca292e55f15,35,50,0,0.001007713647475132
capacity_d3_train,1,4ff939437e1e5f57f2cc,35,16,1,0.008761782762803864
capacity_d3_train,1,50bc627a462ef090e93e,84,69,0,0.0014098975569892304
capacity_d3_train,1,5147f318facdd8c522dd,113,8,1,0.038162093660602234
capacity_d3_train,1,51603dc9f3af5acf14e7,33,17,1,0.01735144709436773
capacity_d3_train,1,520f63147e1130b70955,28,10,0,0.05992171860904584
capacity_d3_train,1,5296a098a97803cf1920,86,21,1,0.013975195708721857
capacity_d3_train,1,53559acdca4279c04b22,26,7,0,0.04392305476818537
capacity_d3_train,1,53f34545e136ac7e7355,34,1,1,0.5199043403130669
capacity_d3_train,1,553129550aa5022eb7c5,44,3,1,0.09107594108684003
capacity_d3_train,1,55bd7a251a4084acafac,22,3,0,0.052874803422505695
capacity_d3_train,1,55f6d0482254eae15efc,43,6,1,0.06199399712080862
capacity_d3_train,1,56fd755e55e8be4c4bbb,4,6,0,0.03738259587434699
capacity_d3_train,1,5a7b1a03a5e12b4bff3d,95,2,1,0.10845865730369525
capacity_d3_train,1,5a80135a0e601c0a9a10,69,15,1,0.01946473143326015
capacity_d3_train,1,5bc725ebb4eea4928ab2,7,11,0,0.024517811444103213
capacity_d3_train,1,5d11af35201060ddd790,47,68,0,0.0053856881749766656
capacity_d3_train,1,5d2945531ffaaa786f75,8,1,0,0.28571568383737805
capacity_d3_train,1,5d8013f4774a39588ff1,93,3,1,0.10317186721984067
capacity_d3_train,1,603464b653317520a6ac,14,13,0,0.021466207477009076
capacity_d3_train,1,621e7de265630fc4a215,47,39,0,0.009363534376440732
capacity_d3_train,1,65665d4cf6380759d018,33,7,1,0.06014963733576111
capacity_d3_train,1,66b870c4bfb03aab85ef,92,9,1,0.03161855315753338
capacity_d3_train,1,66c5656476a7eabab725,60,1,1,0.15616798497589954
capacity_d3_train,1,67517a4400f22e1310bf,66,16,1,0.020042662080163184
capacity_d3_train,1,6770c86bd0257bdbd6fd,112,10,1,0.029322328244541965
capacity_d3_train,1,6814aaefdbd1c5c5d76f,114,5,1,0.06932891898969312
capacity_d3_train,1,691ab46cf31e326fe94b,78,16,1,0.02378331910719639
capacity_d3_train,1,6966f0e0d84af0d3e26a,5,2,0,0.316597698823902
capacity_d3_train,1,6ac3d805a41af1de25aa,28,4,0,0.07951155517959602
capacity_d3_train,1,6b0fc842aa791050d5a2,37,17,1,0.0404875210428337
capacity_d3_train,1,6b2082d76b6295396599,14,1,0,0.3564227673651421
capacity_d3_train,1,6ebf70bf0789bbb0a172,44,3,1,0.06642043129749836
capacity_d3_train,1,70f79fa7550b1c802718,35,1,1,0.1506382118378634
capacity_d3_train,1,71c90e4f7b4c38ea2070,48,1,1,0.505891864275414
capacity_d3_train,1,73c69baf34574eafdd3c,79,13,1,0.018545237750830612
capacity_d3_train,1,742713491539bda4dcec,51,8,1,0.03180498339359802
capacity_d3_train,1,747fba69712a66dd5bfe,1,3,0,-0.7583884552188138
capacity_d3_train,1,76ed5db51568ba9299ed,53,5,1,0.047164847766861646
capacity_d3_train,1,776ea3e581a50313fe73,19,2,0,0.08234641798482753
capacity_d3_train,1,777aaf9441af06dc92e6,55,9,1,0.05522610373680182
capacity_d3_train,1,77c24898fe0d48982f7f,37,10,1,0.030443585008579493
capacity_d3_train,1,7941b3bf4a4e8bdf56fc,22,29,0,0.010652457352179864
capacity_d3_train,1,7969374485db79895e1c,99,49,0,0.001578230153004918
capacity_d3_train,1,7a9acbe0d2c9150d7fd3,73,2,1,0.21749062959857926
capacity_d3_train,1,7aabbd8f4cbc661ad238,6,2,0,0.2935123579464595
capacity_d3_train,1,7c198a424a93424a6beb,29,2,0,0.07561891004414127
capacity_d3_train,1,7ccae6e5d21dd639eed8,75,13,1,0.02070905956518862
capacity_d3_train,1,8000cccda578e70a1c06,85,12,1,0.03065467500324157
capacity_d3_train,1,815abc764865a9c513c3,34,5,1,0.04546321626519524
capacity_d3_train,1,81d97aad226dcf1766c9,58,1,1,0.3445236444331277
capacity_d3_train,1,8240231080f9ffd9a906,4,16,0,-0.021977785145608043
capacity_d3_train,1,828963ec1d268fb93b20,107,21,1,0.016435522958007813
capacity_d3_train,1,82ce27e8956075da4631,108,21,1,0.020418088106530067
capacity_d3_train,1,832dab6b9aeca8fa1836,29,10,0,0.03680889007359864
capacity_d3_train,1,8648e5cbaa9f50786043,27,5,0,0.04278591246274553
capacity_d3_train,1,86518074aebc5ba85c48,77,1,1,0.2045250473906826
capacity_d3_train,1,866abeda46cdb7b29088,29,1,0,0.10951105918276262
capacity_d3_train,1,867b4da9846a2a006caf,35,21,1,0.0192915475392724
capacity_d3_train,1,88d636693dd9f9db90dd,2,7,0,-0.046799296914204216
capacity_d3_train,1,8a630958d96519744048,4,50,-1,-0.051968044729268636
capacity_d3_train,1,8be11cea433363e47775,97,1,1,0.10681554005005392
capacity_d3_train,1,8c874f55e55fdae28db6,72,8,1,0.03820829397758172
capacity_d3_train,1,8cab98599b69e1497a62,14,6,0,0.042475746852248975
capacity_d3_train,1,8e1ff22f717dcffbccc6,28,10,0,0.014137827120996694
capacity_d3_train,1,8e6d0e3f32ae36d3f0e7,47,28,1,0.00807930699804747
capacity_d3_train,1,8e7c86f4a0101af777b4,82,13,1,0.0250208090812036
capacity_d3_train,1,8fb71f8e3f5998e973d1,93,2,1,0.11043097554101126
capacity_d3_train,1,91f89f2759f37dc70b29,80,40,0,0.0021197169551014443
capacity_d3_train,1,9268213fc41643b992f7,67,3,1,0.07465994092099947
capacity_d3_train,1,9358a04aa24bae82b93e,64,1,1,0.08418060870865043
capacity_d3_train,1,937c364d7cf00458f25d,3,4,0,0.02948870626771928
capacity_d3_train,1,94326226811d0fa9bcca,45,2,1,0.1276423057557174
capacity_d3_train,1,9554c835de85c4f2fe28,32,6,0,0.05996036891812871
capacity_d3_train,1,95a7a191d221b725cbf1,24,11,0,0.042816256493938824
capacity_d3_train,1,961a6448a2916f7bb9db,75,9,1,0.05792662074121647
capacity_d3_train,1,96f7add3b2c678fd61aa,18,2,0,0.08403829395768364
capacity_d3_train,1,9797d1e3812be1630df3,37,19,1,0.005031491184252221
capacity_d3_train,1,982cb968ec6e941fe4d2,38,3,1,0.16182833068775773
capacity_d3_train,1,985a99b03d9ca533ebec,94,12,1,0.02694233868412884
capacity_d3_train,1,991da9bcde2e0f63bf9c,115,10,1,0.0533101478343329
capacity_d3_train,1,9b2cbf5ad09b909ca18c,13,28,0,0.01559154117790224
capacity_d3_train,1,9b380f7a58cece71028f,13,21,0,0.02850934166245622
capacity_d3_train,1,9c708b0bda7ef0fbcb45,55,5,1,0.07528962998427303
capacity_d3_train,1,9cfb3ea98db55e996cbe,65,1,1,0.18032419523601664
capacity_d3_train,1,9da5c115ddb1179cc4ef,20,26,0,0.015997891913502024
capacity_d3_train,1,9dcdf71f5c460a5d14af,4,32,0,-0.023258599783436397
capacity_d3_train,1,9e4bcaee00d8d802ad87,9,22,0,-0.0027747920345863285
capacity_d3_train,1,9e64533cf441957dfb51,124,3,1,0.034321806492050695
capacity_d3_train,1,9e859139091c4b335bb2,47,1,1,0.0924274870371006
capacity_d3_train,1,9ea151adbc98be4059d2,108,54,0,0.0006542088877696369
capacity_d3_train,1,9eb90734af7c837c2753,8,5,0,0.04163099348198607
capacity_d3_train,1,9fde0561a60751242c80,18,9,0,0.03448668946685373
capacity_d3_train,1,a082f5d8c77f5e2afc0f,28,1,0,0.19742400420936457
capacity_d3_train,1,a30b47ed1b0a427bee25,96,12,1,0.03275319827334681
capacity_d3_train,1,a4542d280428a9a0f40c,34,4,1,0.1366434544660583
capacity_d3_train,1,a45ffddaa0fbc643fc90,71,23,1,0.013010034508181223
capacity_d3_train,1,a5c72a5c4841492c63d3,7,4,0,0.0798942950177697
capacity_d3_train,1,a6bebf535a853d52e077,7,3,0,0.19534494580873424
capacity_d3_train,1,a6f849a345539e017112,44,15,1,0.03146238500544838
capacity_d3_train,1,a76465f0333f320f849a,53,4,1,0.08461213138766698
capacity_d3_train,1,a767421d6734b3e2dbdf,28,13,0,0.053370445881567
capacity_d3_train,1,a7f004bd959b6b990310,50,75,0,0.0018333368636345552
capacity_d3_train,1,a8e7d5226a4fe8ca38e6,51,12,1,0.04028863236624286
capacity_d3_train,1,a91fba4df9d806e12925,44,13,1,0.024350134535092598
capacity_d3_train,1,aa4b97a37b35020bdc8d,79,14,1,0.023131287063571915
capacity_d3_train,1,acc328f92327f16427ef,25,23,0,0.01658682954809395
capacity_d3_train,1,ad1bd7e63c7f7a3611e7,116,15,1,0.019482502621384477
capacity_d3_train,1,ad67efc49c23d3e6a074,7,7,0,0.007770884433126427
capacity_d3_train,1,aed6e99c0e877af7a9ef,33,1,1,0.072158118562547
capacity_d3_train,1,aef4b17e772b910bacad,20,17,0,0.01808582848446648
capacity_d3_train,1,af098ebc6158bbb3e036,27,12,0,0.026083487588023715
capacity_d3_train,1,b14e2a25a8a8e9609f38,54,36,0,0.01012703672953337
capacity_d3_train,1,b18e455de8005b936a32,60,19,1,0.015735333373511105
capacity_d3_train,1,b19ab931afe758f0a963,12,2,0,0.08712393542955467
capacity_d3_train,1,b20d52dca545965af0c1,108,73,0,0.001352063736131414
capacity_d3_train,1,b2b056c5f4a3a0c5d0a3,105,19,1,0.02694931326975237
capacity_d3_train,1,b4a22c1c0356f3adcce2,107,21,1,0.017236292282202175
capacity_d3_train,1,babd5d1145a3f35c3c37,56,3,1,0.03986873483560014
capacity_d3_train,1,bade395a6bf28d4ca31b,20,1,0,0.6131452154983308
capacity_d3_train,1,bb32187773952d04881b,60,2,1,0.18196229220659085
capacity_d3_train,1,bba8e0d5a7b0bce7dd1b,47,11,1,0.04901842453687234
capacity_d3_train,1,bc59c9a65afbd91ee02b,43,3,1,0.04964949838239762
capacity_d3_train,1,bea14f78916bc5625501,8,76,-1,-0.023541714958464143
capacity_d3_train,1,bec1f4e548805c747767,13,1,0,0.09446533030287348
capacity_d3_train,1,bf45c5f6c9aed9f2d36a,94,37,0,0.0022891058856760785
capacity_d3_train,1,bfdbc293300a03acf1d0,24,1,0,0.21259785968611156
capacity_d3_train,1,c1e517b879131e49124c,43,2,1,0.08430194326072035
capacity_d3_train,1,c26187e5ce6657d37d76,31,30,0,0.009980544113957391
capacity_d3_train,1,c28bdabc51d145411928,43,9,1,0.04252826721114882
capacity_d3_train,1,c2f1566c77f1e4d913a7,94,3,1,0.07088884714087401
capacity_d3_train,1,c43f8f66c65d9e1b8467,80,1,1,0.13122227753330518
capacity_d3_train,1,c4b6cb8ef06e2acc2756,35,18,1,0.010133277287654403
capacity_d3_train,1,c5b9393938d2974e076e,99,16,1,0.02586740189739167
capacity_d3_train,1,c5bb6383daa7b07c94e7,68,40,0,0.00603552273364123
capacity_d3_train,1,c726b9fc2d058e23099d,93,1,1,0.18169594060663521
capacity_d3_train,1,c821a44a387ffb70df6a,16,2,0,0.07693519539116181
capacity_d3_train,1,c8a3b865511811579394,92,1,1,0.3214792556984698
capacity_d3_train,1,c8cee5c34be99b7ea2a7,16,6,0,0.041759999995780825
capacity_d3_train,1,c9a6e7bababbe06c508d,43,5,1,0.06396322908768
capacity_d3_train,1,ca4fe35dfed139364873,107,9,1,0.040774797399270285
capacity_d3_train,1,cb9ca52656d17f341d77,10,24,0,0.01576678353309743
capacity_d3_train,1,ccd25061661b6134a897,51,19,1,0.03213427582523826
capacity_d3_train,1,cd01f1950eed37c6b054,67,2,1,0.07523754685706109
capacity_d3_train,1,cdf9f93d182b0ef8f4dd,11,2,0,0.0994910806107445
capacity_d3_train,1,cf127fc53ccd63859e23,38,12,1,0.03287284422666628
capacity_d3_train,1,cfcded758d0b4eae9046,118,2,1,0.2518914699489386
capacity_d3_train,1,d1e38cd2ac20636766b1,43,6,1,0.03566962952312743
capacity_d3_train,1,d219ba1e64a28f874e59,11,21,0,-0.007608569328801967
capacity_d3_train,1,d23e209cc74e66d7c35f,31,8,0,0.07059715451795598
capacity_d3_train,1,d257d5dd7241209c9179,53,1,1,0.08573907143467317
capacity_d3_train,1,d27cd3662913dc6221e0,7,6,0,0.05520499443843099
capacity_d3_train,1,d3545f183e4436717e68,68,2,1,0.21245974940345425
capacity_d3_train,1,d3619f0ae57de133be65,35,6,1,0.05783376043261018
capacity_d3_train,1,d3a89172099c5b718c25,13,47,-1,-0.0004163304532610551
capacity_d3_train,1,d45f832e454fc637704d,4,18,0,-0.032060173347887466
capacity_d3_train,1,d483e0cc5b33458a50e7,16,5,0,0.06068229191081058
capacity_d3_train,1,d4fc8d2b061cfa4f4d0e,43,5,1,0.05181654568085023
capacity_d3_train,1,d634ca41e0907ab3757a,29,41,-1,0.003049121079037363
capacity_d3_train,1,d6a1f83afcdbbfe4782c,24,5,0,0.08728481309601212
capacity_d3_train,1,d742c43b69d371cbe615,1,14,0,-0.6612890439272541
capacity_d3_train,1,d767f23e38b55c846635,7,2,0,0.36824016784937824
capacity_d3_train,1,d87ba2366aeedd577373,72,3,1,0.0676769723869357
capacity_d3_train,1,d90099764c5ab3c31295,53,8,1,0.036322403590213846
capacity_d3_train,1,da49bd3ba97960942412,33,6,1,0.04467868217156184
capacity_d3_train,1,da5f4dcee381d7427dcf,95,1,1,0.20060320288782355
capacity_d3_train,1,da646c71e15614e9084d,39,2,1,0.0654480478361801
capacity_d3_train,1,db156ee29e89e62c29cc,47,9,1,0.03631459342268435
capacity_d3_train,1,db915c4dd920b0df249a,6,2,0,0.14517210425576357
capacity_d3_train,1,dbef28fb4f0edb762f69,97,18,1,0.027846330308409894
capacity_d3_train,1,ddaf2f4cb4dfbe69e6b3,6,1,0,0.6623574676732269
capacity_d3_train,1,de898896010feafe5dbe,43,10,1,0.041041125040689685
capacity_d3_train,1,df8fde224aec7bff0910,39,2,1,0.0863371173960861
capacity_d3_train,1,e06407e5c00f2604619e,31,8,0,0.02866886736427036
capacity_d3_train,1,e38759a9e7d85331517a,66,1,1,0.6404255980365141
capacity_d3_train,1,e50d9053043ac6f84fa1,4,32,0,-0.03779593623593112
capacity_d3_train,1,e59ed4d3979a07c65259,109,1,1,0.13316565617066717
capacity_d3_train,1,e5bd80b563aa0e48027e,1,14,0,-0.9090538285392598
capacity_d3_train,1,e5d453e2dab1c566896e,22,4,0,0.1362773045140047
capacity_d3_train,1,e79a555b0ef2ca4024db,67,3,1,0.08436180883417364
capacity_d3_train,1,e8b4348a4354a3a1cc00,29,5,0,0.06505594140018994
capacity_d3_train,1,e8c2bef17a51fb7888b1,45,1,1,0.1704841910637739
capacity_d3_train,1,ead10bb43bfcc957795e,42,19,1,0.021337194504358226
capacity_d3_train,1,eb09f014ee664a9cedb4,41,3,1,0.08123215024543094
capacity_d3_train,1,ebeae26e64dafcf25711,17,9,0,0.05659891732359607
capacity_d3_train,1,edfd515e2e0cada826ec,48,26,1,0.019298013287369437
capacity_d3_train,1,eec10903f3c81b8f14c2,22,3,0,0.06486983740667622
capacity_d3_train,1,eeefc16395eacc9e5481,1,3,0,-0.7313622416054045
capacity_d3_train,1,ef30ebb77043e62bb120,120,8,1,0.04052568597331814
capacity_d3_train,1,ef949e4160127164466f,67,8,1,0.056047092043051576
capacity_d3_train,1,efa764d3c55de23eaf65,112,4,1,0.04147918100995097
capacity_d3_train,1,efc6f0dc820c8569b757,1,4,0,-0.8905433901899771
capacity_d3_train,1,f003b9bc5f14e7213a5b,11,6,0,0.03460814713155327
capacity_d3_train,1,f133c7fee1f9d359ac91,55,2,1,0.10070320630036331
capacity_d3_train,1,f2db00d7817299170869,68,28,1,0.01393541034455067
capacity_d3_train,1,f3499238f592d09a6c1f,14,5,0,0.13034722429018886
capacity_d3_train,1,f37240b8579c5657942e,43,15,1,0.04287760177488965
capacity_d3_train,1,f374fc72c2029ff16461,59,23,1,0.0182668690202843
capacity_d3_train,1,f39cc05c0c2cf3fa21ae,27,4,0,0.13958943604055934
capacity_d3_train,1,f3e95029a6be48f6cd60,26,35,-1,0.0007294152724975946
capacity_d3_train,1,f7ef72e6cafafed31433,23,2,0,0.21699774620610657
capacity_d3_train,1,f815b8737a4601b3c1eb,50,15,1,0.02207739588545682
capacity_d3_train,1,f816c813f33ec41d24c9,5,4,0,0.01763294728633745
capacity_d3_train,1,f836c8679cdf505d2bdf,33,26,1,0.01748052547231293
capacity_d3_train,1,fa081ffbc49cc9d7182f,8,20,0,0.03087539673810838
capacity_d3_train,1,fc70c176440e5ffc498d,7,5,0,0.17853680377887288
capacity_d3_train,1,fe31ce59cf884062a14d,35,13,1,0.02810815895611992
capacity_d3_train,1,ff1f95e38d998dfee013,47,9,1,0.03131953398325918
capacity_d3_train,1,ff7bc74db7d6740b4ef6,50,17,1,0.015722117160558765
capacity_d3_train,1,ffdf328a8016809b2166,100,1,1,0.33022200104929755
capacity_d3_train,2,003f757e15f91eeb14db,2,3,0,-0.09224242856010158
capacity_d3_train,2,008b7a6b50b9a482195d,1,5,0,-0.25624291907574165
capacity_d3_train,2,01964fa3510592df0119,31,32,0,0.004453732422635458
capacity_d3_train,2,01ac7dcb5f8f658f41cd,91,42,0,0.004987603878088644
capacity_d3_train,2,0274dfa29a2a679f3f31,82,1,1,0.8712052333736052
capacity_d3_train,2,04f66b59f47eeba019ff,78,26,1,9.916662679853672e-06
capacity_d3_train,2,0600632ab50f84b4a21d,69,12,1,0.022104335680141637
capacity_d3_train,2,0642c8485322e6de643c,117,58,0,0.0009430549199771284
capacity_d3_train,2,06aff4ac84d93deba687,42,14,1,0.026203747164292742
capacity_d3_train,2,06b129e89f0c849e34b1,48,1,1,0.07239424348021911
capacity_d3_train,2,06ddc0a57804f07b0663,43,9,1,0.03492993013375471
capacity_d3_train,2,086d76944b2b2970b882,26,19,0,0.009328810375665759
capacity_d3_train,2,08f510f5963dfe3535d8,18,7,0,0.10321057849632666
capacity_d3_train,2,0a2f9f3ef77e2f1ea893,20,3,0,0.165935476568876
capacity_d3_train,2,0c755962b40f03d1dc10,76,23,1,0.009101014451929809
capacity_d3_train,2,0eb88a23f0e3bb0b2809,53,7,1,0.03842430623400253
capacity_d3_train,2,0f6b276fe1e2f75ed62f,70,8,1,0.063796969216316
capacity_d3_train,2,11fb635c4f8e150d18f7,10,1,0,0.09665864135203112
capacity_d3_train,2,1378b93ccdbc363eae10,23,6,0,0.07707352529873883
capacity_d3_train,2,13a0fb55f04397134ae3,11,7,0,0.02328676852989946
capacity_d3_train,2,13a362b1534feebee01e,33,4,1,0.08425687290237364
capacity_d3_train,2,13bfc7c475357c054c15,46,18,1,0.009199440804451856
capacity_d3_train,2,14119511459c97cf9ce7,37,9,1,0.025926071255242156
capacity_d3_train,2,1471c45a2b4d1112441b,37,4,1,0.11332197026908641
capacity_d3_train,2,15d9c1bd9b90a74be8b2,3,9,0,-0.034630749834767736
capacity_d3_train,2,167ad39aa3a41e9d217d,16,5,0,0.08420023851560383
capacity_d3_train,2,17b36e984ad39cbf2481,35,5,1,0.07743827820367595
capacity_d3_train,2,188552f078160d68300a,70,6,1,0.07070274762832504
capacity_d3_train,2,19b8dd281e617e0dea22,101,2,1,0.11478705424212961
capacity_d3_train,2,1a5ce978d803b41fb565,33,5,1,0.0432274227066944
capacity_d3_train,2,1c35fa097a57c8e607f7,5,32,0,-0.03147638363686282
capacity_d3_train,2,1c68bcc85b4aee8d336a,68,13,1,0.03525206570918899
capacity_d3_train,2,1cdcfb4c5c1d908affd5,62,64,0,0.00018455641055105065
capacity_d3_train,2,1cff813e6d4ab9d7ef2f,54,3,1,0.11145279083089406
capacity_d3_train,2,1ec3c44a89b5d7fc4d56,63,19,1,0.022048729369529316
capacity_d3_train,2,1fec8ff1647e4ed56617,15,3,0,0.08318655151739453
capacity_d3_train,2,2058335b7a4558079ffe,26,5,0,0.07176460289976963
capacity_d3_train,2,20925cd8cee70beae327,23,5,0,0.05797034827373044
capacity_d3_train,2,258622f21fec547ea9cb,72,9,1,0.03403279648551313
capacity_d3_train,2,26d32b85c72c7d3a01b4,38,14,1,0.026963901737945342
capacity_d3_train,2,273c18dcbd7fa507b907,55,5,1,0.04748552632748605
capacity_d3_train,2,27d49094246caf31eb63,12,30,0,-0.00041888528420185554
capacity_d3_train,2,286cf1c0897270ddbbfb,2,5,0,-0.15766285736321184
capacity_d3_train,2,2885d829a552da0767c2,62,1,1,0.1627341051225176
capacity_d3_train,2,2a0bbf8b7127b83ee409,13,4,0,0.06504408953251668
capacity_d3_train,2,2a305abad7abdf5c2482,30,25,0,0.02722255435521563
capacity_d3_train,2,2a8675e254ea1f415ccc,107,2,1,0.13252262598460757
capacity_d3_train,2,2baf8d7d1d7d17df4b4e,53,25,1,0.010622464761642594
capacity_d3_train,2,2bc972210c06bdc2b552,21,21,0,0.018590568307242636
capacity_d3_train,2,2ce17884bde01fa65eb2,39,42,0,0.0020705309545477947
capacity_d3_train,2,2cea4522dd3ff03b2c73,60,6,1,0.08057927067177954
capacity_d3_train,2,2e292bb2d08ff10f6760,116,1,1,0.1773042469168071
capacity_d3_train,2,2fc1555b303fa7a9b1e6,17,7,0,0.08559330903794876
capacity_d3_train,2,3108f56a48762b52f3b5,94,13,1,0.039336965290366864
capacity_d3_train,2,32ada8f3f11987cea208,10,4,0,0.0978557368621972
capacity_d3_train,2,33959a16f8636edca4c9,2,11,0,-0.2943868831302246
capacity_d3_train,2,341fe47a9d003e8d69e9,22,10,0,0.04877470249665834
capacity_d3_train,2,349d1365b615ef39b990,30,8,0,0.07728699666499814
capacity_d3_train,2,35d32163fdd690915fba,39,27,1,0.009869769185421364
capacity_d3_train,2,362484a3dda37a36c2c4,7,6,0,0.01203729719279046
capacity_d3_train,2,378426558f1a0b702688,40,5,1,0.10415793716409485
capacity_d3_train,2,37fbff6cc8ca4aaf0e59,66,5,1,0.18521104123739787
capacity_d3_train,2,3874933f18fe0ceb64f4,2,10,0,-0.10022564674029247
capacity_d3_train,2,38b68311a44ba3982aaf,11,41,-1,-0.0024138596222700467
capacity_d3_train,2,38c0460d3beb664ed522,24,23,0,0.016971427877854956
capacity_d3_train,2,3a698cab69000b64aa38,101,2,1,0.10698715348928071
capacity_d3_train,2,3b001cfa1bc011677132,65,1,1,0.16130550751213124
capacity_d3_train,2,3b75e1deb6a5d131f45b,78,3,1,0.10927469853156555
capacity_d3_train,2,3c0c656d6fe3b7a813f5,14,5,0,0.06561390433736503
capacity_d3_train,2,3c619949306344745c99,16,1,0,0.13887839184699963
capacity_d3_train,2,3d51c78a744af0eb4145,70,16,1,0.02174072807947314
capacity_d3_train,2,3dc689d1874eaf326108,11,5,0,0.04442243671907147
capacity_d3_train,2,3df9b67792216b4baf31,34,13,1,0.03723326101228565
capacity_d3_train,2,3e948e1f925e2abf2889,9,5,0,0.04066330342465374
capacity_d3_train,2,3f88042c240da894c8d2,44,7,1,0.059831835356091115
capacity_d3_train,2,40ce564b86a6bf8c99c6,8,5,0,0.10379041703702352
capacity_d3_train,2,4177ce195be7da930009,46,21,1,0.0077851191937384785
capacity_d3_train,2,41cf5e9a728737de3d5d,62,3,1,0.06946072538065673
capacity_d3_train,2,426b6ff6a33583fffa5f,41,16,1,0.013966266579669772
capacity_d3_train,2,4347c6a63c1cddba9649,3,2,0,0.05587869216746849
capacity_d3_train,2,43c334b9ec0fe01d6d3c,24,3,0,0.09918667291439354
