split,seed,task_id,atomic_rank,composition_rank,hit32_delta,correct_mass_delta
capacity_d3_train,2,4688ab7b6cff96e5f9a8,70,1,1,0.37353378559028416
capacity_d3_train,2,46f5db171c77ea7f89a7,6,2,0,0.13708707786153143
capacity_d3_train,2,473bc56ab16b2aa3d359,12,6,0,0.0461097899872268
capacity_d3_train,2,478d40653e55b879cde9,82,1,1,0.3421807677499393
capacity_d3_train,2,47bd3fdb174ab3c7d185,82,1,1,0.23371494299638673
capacity_d3_train,2,48ffd3b0985c932655ea,51,7,1,0.08200510182564871
capacity_d3_train,2,4abd804c057d213572e6,20,3,0,0.08339336511478576
capacity_d3_train,2,4bb39f3f29512961ae8d,121,13,1,0.018356676016509567
capacity_d3_train,2,4d444d81921e635de3c3,54,2,1,0.12078148582614054
capacity_d3_train,2,4e070a2e6ca292e55f15,30,18,0,0.01948939613848818
capacity_d3_train,2,4ff939437e1e5f57f2cc,15,1,0,0.10818752641023734
capacity_d3_train,2,50bc627a462ef090e93e,48,12,1,0.029735166133322433
capacity_d3_train,2,5147f318facdd8c522dd,62,15,1,0.021931610766633955
capacity_d3_train,2,51603dc9f3af5acf14e7,32,31,0,0.004536226125671865
capacity_d3_train,2,520f63147e1130b70955,67,7,1,0.061993703597713334
capacity_d3_train,2,5296a098a97803cf1920,73,34,0,0.00831988415406288
capacity_d3_train,2,53559acdca4279c04b22,27,4,0,0.06285822549164871
capacity_d3_train,2,53f34545e136ac7e7355,109,1,1,0.24223359329389824
capacity_d3_train,2,553129550aa5022eb7c5,32,9,0,0.05465513044744633
capacity_d3_train,2,55bd7a251a4084acafac,78,5,1,0.047724480143369136
capacity_d3_train,2,55f6d0482254eae15efc,43,5,1,0.0717827774561261
capacity_d3_train,2,56fd755e55e8be4c4bbb,6,4,0,0.09840481794794895
capacity_d3_train,2,5a7b1a03a5e12b4bff3d,87,8,1,0.031897888350067564
capacity_d3_train,2,5a80135a0e601c0a9a10,27,10,0,0.028141300716747454
capacity_d3_train,2,5bc725ebb4eea4928ab2,9,2,0,0.1050344477067226
capacity_d3_train,2,5d11af35201060ddd790,77,1,1,0.1837922243784881
capacity_d3_train,2,5d2945531ffaaa786f75,5,4,0,0.16676150178318072
capacity_d3_train,2,5d8013f4774a39588ff1,10,14,0,0.006149733601111783
capacity_d3_train,2,603464b653317520a6ac,23,1,0,0.12804723750135746
capacity_d3_train,2,621e7de265630fc4a215,38,17,1,0.03371864044269012
capacity_d3_train,2,65665d4cf6380759d018,27,3,0,0.08072283681866183
capacity_d3_train,2,66b870c4bfb03aab85ef,104,13,1,0.013244182291774572
capacity_d3_train,2,66c5656476a7eabab725,66,7,1,0.0693377980897974
capacity_d3_train,2,67517a4400f22e1310bf,72,7,1,0.03782837488449857
capacity_d3_train,2,6770c86bd0257bdbd6fd,111,1,1,0.14813828552810113
capacity_d3_train,2,6814aaefdbd1c5c5d76f,116,38,0,0.0034525518363164444
capacity_d3_train,2,691ab46cf31e326fe94b,19,30,0,0.011909394966844773
capacity_d3_train,2,6966f0e0d84af0d3e26a,12,1,0,0.4633410029639592
capacity_d3_train,2,6ac3d805a41af1de25aa,28,2,0,0.1265556250850042
capacity_d3_train,2,6b0fc842aa791050d5a2,57,14,1,0.04127699521529291
capacity_d3_train,2,6b2082d76b6295396599,42,2,1,0.19066197420415323
capacity_d3_train,2,6ebf70bf0789bbb0a172,29,4,0,0.0957358485992367
capacity_d3_train,2,70f79fa7550b1c802718,35,8,1,0.035368977189146236
capacity_d3_train,2,71c90e4f7b4c38ea2070,54,3,1,0.09436904068945287
capacity_d3_train,2,73c69baf34574eafdd3c,53,11,1,0.044792834140731014
capacity_d3_train,2,742713491539bda4dcec,77,13,1,0.021003111961024622
capacity_d3_train,2,747fba69712a66dd5bfe,15,4,0,0.080848395268064
capacity_d3_train,2,76ed5db51568ba9299ed,47,14,1,0.026843114297160978
capacity_d3_train,2,776ea3e581a50313fe73,13,3,0,0.14118984090550116
capacity_d3_train,2,777aaf9441af06dc92e6,69,5,1,0.0733689400778159
capacity_d3_train,2,77c24898fe0d48982f7f,7,12,0,0.013109571813912379
capacity_d3_train,2,7941b3bf4a4e8bdf56fc,16,31,0,0.008517318587997707
capacity_d3_train,2,7969374485db79895e1c,53,43,0,0.0007925936159349027
capacity_d3_train,2,7a9acbe0d2c9150d7fd3,84,1,1,0.6992166140753029
capacity_d3_train,2,7aabbd8f4cbc661ad238,13,1,0,0.40573713485691254
capacity_d3_train,2,7c198a424a93424a6beb,15,21,0,0.025220879596366312
capacity_d3_train,2,7ccae6e5d21dd639eed8,85,14,1,0.011430257284422181
capacity_d3_train,2,8000cccda578e70a1c06,84,4,1,0.056546984351879645
capacity_d3_train,2,815abc764865a9c513c3,71,29,1,0.010592173475908876
capacity_d3_train,2,81d97aad226dcf1766c9,43,1,1,0.08640810951793554
capacity_d3_train,2,8240231080f9ffd9a906,8,3,0,0.1456097701856091
capacity_d3_train,2,828963ec1d268fb93b20,102,1,1,0.30477827905252247
capacity_d3_train,2,82ce27e8956075da4631,51,12,1,0.026557110457509372
capacity_d3_train,2,832dab6b9aeca8fa1836,65,6,1,0.040814085108842844
capacity_d3_train,2,8648e5cbaa9f50786043,16,22,0,0.011640990312736205
capacity_d3_train,2,86518074aebc5ba85c48,66,2,1,0.10355557694758423
capacity_d3_train,2,866abeda46cdb7b29088,16,4,0,0.1291339481066466
capacity_d3_train,2,867b4da9846a2a006caf,7,31,0,-0.04829650134461834
capacity_d3_train,2,88d636693dd9f9db90dd,29,12,0,0.025339970302913666
capacity_d3_train,2,8a630958d96519744048,42,9,1,0.019229637179833423
capacity_d3_train,2,8be11cea433363e47775,48,15,1,0.01829638455097719
capacity_d3_train,2,8c874f55e55fdae28db6,85,16,1,0.015299867461984546
capacity_d3_train,2,8cab98599b69e1497a62,15,1,0,0.15006775650549037
capacity_d3_train,2,8e1ff22f717dcffbccc6,16,35,-1,0.0045638246913448114
capacity_d3_train,2,8e6d0e3f32ae36d3f0e7,28,23,0,0.009043422018987928
capacity_d3_train,2,8e7c86f4a0101af777b4,79,32,1,0.008116791356003081
capacity_d3_train,2,8fb71f8e3f5998e973d1,84,19,1,0.012881664724499064
capacity_d3_train,2,91f89f2759f37dc70b29,81,42,0,0.0008378693115658732
capacity_d3_train,2,9268213fc41643b992f7,59,4,1,0.0969277951868948
capacity_d3_train,2,9358a04aa24bae82b93e,46,1,1,0.09626327724167655
capacity_d3_train,2,937c364d7cf00458f25d,2,4,0,0.0036190271297181775
capacity_d3_train,2,94326226811d0fa9bcca,69,1,1,0.11407434840703855
capacity_d3_train,2,9554c835de85c4f2fe28,6,43,-1,-0.011500708619491028
capacity_d3_train,2,95a7a191d221b725cbf1,44,11,1,0.04329061500287015
capacity_d3_train,2,961a6448a2916f7bb9db,67,7,1,0.06708100731228143
capacity_d3_train,2,96f7add3b2c678fd61aa,25,5,0,0.07294094445080423
capacity_d3_train,2,9797d1e3812be1630df3,37,12,1,0.005890179606735725
capacity_d3_train,2,982cb968ec6e941fe4d2,30,13,0,0.04001033528260301
capacity_d3_train,2,985a99b03d9ca533ebec,82,12,1,0.017168177962770096
capacity_d3_train,2,991da9bcde2e0f63bf9c,84,12,1,0.035853153776600734
capacity_d3_train,2,9b2cbf5ad09b909ca18c,52,23,1,0.015907474510352418
capacity_d3_train,2,9b380f7a58cece71028f,42,14,1,0.04394980280189074
capacity_d3_train,2,9c708b0bda7ef0fbcb45,30,21,0,0.03627118797671288
capacity_d3_train,2,9cfb3ea98db55e996cbe,33,10,1,0.02459290748748762
capacity_d3_train,2,9da5c115ddb1179cc4ef,3,35,-1,-0.10720749728079769
capacity_d3_train,2,9dcdf71f5c460a5d14af,29,22,0,0.007917888089032888
capacity_d3_train,2,9e4bcaee00d8d802ad87,5,8,0,-0.038289282295844176
capacity_d3_train,2,9e64533cf441957dfb51,102,1,1,0.07643342992199492
capacity_d3_train,2,9e859139091c4b335bb2,54,8,1,0.032596854267575026
capacity_d3_train,2,9ea151adbc98be4059d2,109,47,0,0.0006778959283248122
capacity_d3_train,2,9eb90734af7c837c2753,8,2,0,0.10754882391405983
capacity_d3_train,2,9fde0561a60751242c80,19,3,0,0.09812428100781856
capacity_d3_train,2,a082f5d8c77f5e2afc0f,41,12,1,0.04290452639476341
capacity_d3_train,2,a30b47ed1b0a427bee25,45,30,1,0.005745725732555821
capacity_d3_train,2,a4542d280428a9a0f40c,37,5,1,0.10309511907365324
capacity_d3_train,2,a45ffddaa0fbc643fc90,108,41,0,0.005125306056313305
capacity_d3_train,2,a5c72a5c4841492c63d3,7,4,0,0.10385213804368623
capacity_d3_train,2,a6bebf535a853d52e077,4,3,0,0.10761441991073392
capacity_d3_train,2,a6f849a345539e017112,47,13,1,0.02944297879071581
capacity_d3_train,2,a76465f0333f320f849a,34,6,1,0.04184116433800343
capacity_d3_train,2,a767421d6734b3e2dbdf,37,15,1,0.02709629382389381
capacity_d3_train,2,a7f004bd959b6b990310,48,30,1,0.0059335283052147384
capacity_d3_train,2,a8e7d5226a4fe8ca38e6,67,7,1,0.07492638618945538
capacity_d3_train,2,a91fba4df9d806e12925,29,11,0,0.05702760208209206
capacity_d3_train,2,aa4b97a37b35020bdc8d,94,15,1,0.01721468089235457
capacity_d3_train,2,acc328f92327f16427ef,15,9,0,0.031155430674373062
capacity_d3_train,2,ad1bd7e63c7f7a3611e7,124,1,1,0.1609741386763122
capacity_d3_train,2,ad67efc49c23d3e6a074,10,1,0,0.3040985894168314
capacity_d3_train,2,aed6e99c0e877af7a9ef,57,5,1,0.0458108955959132
capacity_d3_train,2,aef4b17e772b910bacad,12,3,0,0.10214992329854944
capacity_d3_train,2,af098ebc6158bbb3e036,52,5,1,0.05401966370608243
capacity_d3_train,2,b14e2a25a8a8e9609f38,50,18,1,0.012472740082116364
capacity_d3_train,2,b18e455de8005b936a32,70,25,1,0.008289292738932206
capacity_d3_train,2,b19ab931afe758f0a963,8,9,0,0.021943928230091586
capacity_d3_train,2,b20d52dca545965af0c1,33,21,1,0.008722593816344786
capacity_d3_train,2,b2b056c5f4a3a0c5d0a3,116,6,1,0.03571055155275563
capacity_d3_train,2,b4a22c1c0356f3adcce2,110,5,1,0.04693981460174526
capacity_d3_train,2,babd5d1145a3f35c3c37,50,1,1,0.4805547252662314
capacity_d3_train,2,bade395a6bf28d4ca31b,114,1,1,0.23882692820029772
capacity_d3_train,2,bb32187773952d04881b,25,1,0,0.17527452247235845
capacity_d3_train,2,bba8e0d5a7b0bce7dd1b,59,18,1,0.03930555482919628
capacity_d3_train,2,bc59c9a65afbd91ee02b,32,4,0,0.04552819514451545
capacity_d3_train,2,bea14f78916bc5625501,6,27,0,-0.004111787249964709
capacity_d3_train,2,bec1f4e548805c747767,38,2,1,0.1383395749355227
capacity_d3_train,2,bf45c5f6c9aed9f2d36a,121,42,0,0.0014743046477109576
capacity_d3_train,2,bfdbc293300a03acf1d0,18,7,0,0.12315867663417943
capacity_d3_train,2,c1e517b879131e49124c,47,8,1,0.07381591014457564
capacity_d3_train,2,c26187e5ce6657d37d76,7,45,-1,-0.002173440507837736
capacity_d3_train,2,c28bdabc51d145411928,37,2,1,0.11591254345217276
capacity_d3_train,2,c2f1566c77f1e4d913a7,62,8,1,0.03413168992210452
capacity_d3_train,2,c43f8f66c65d9e1b8467,59,6,1,0.07700526611745646
capacity_d3_train,2,c4b6cb8ef06e2acc2756,25,25,0,0.010300850908112693
capacity_d3_train,2,c5b9393938d2974e076e,17,23,0,0.01584934124882688
capacity_d3_train,2,c5bb6383daa7b07c94e7,64,21,1,0.016008525213955974
capacity_d3_train,2,c726b9fc2d058e23099d,95,7,1,0.06873800830076818
capacity_d3_train,2,c821a44a387ffb70df6a,22,2,0,0.15211913121279846
capacity_d3_train,2,c8a3b865511811579394,111,1,1,0.41015510218486567
capacity_d3_train,2,c8cee5c34be99b7ea2a7,5,2,0,0.050780216245388275
capacity_d3_train,2,c9a6e7bababbe06c508d,24,3,0,0.09256306503760266
capacity_d3_train,2,ca4fe35dfed139364873,76,3,1,0.06662422734624417
capacity_d3_train,2,cb9ca52656d17f341d77,9,8,0,0.02844958155091233
capacity_d3_train,2,ccd25061661b6134a897,42,9,1,0.045802432235486835
capacity_d3_train,2,cd01f1950eed37c6b054,25,17,0,0.018526949027589917
capacity_d3_train,2,cdf9f93d182b0ef8f4dd,4,12,0,0.027859938966359583
capacity_d3_train,2,cf127fc53ccd63859e23,33,17,1,0.024343871901752637
capacity_d3_train,2,cfcded758d0b4eae9046,105,66,0,0.002149859009685608
capacity_d3_train,2,d1e38cd2ac20636766b1,24,8,0,0.038671067033738425
capacity_d3_train,2,d219ba1e64a28f874e59,15,26,0,0.005140632479437163
capacity_d3_train,2,d23e209cc74e66d7c35f,25,16,0,0.03856682246900137
capacity_d3_train,2,d257d5dd7241209c9179,54,13,1,0.026312317540217123
capacity_d3_train,2,d27cd3662913dc6221e0,2,7,0,-0.12806125185730746
capacity_d3_train,2,d3545f183e4436717e68,54,8,1,0.058719909434608884
capacity_d3_train,2,d3619f0ae57de133be65,36,2,1,0.09380514187457076
capacity_d3_train,2,d3a89172099c5b718c25,15,9,0,0.027900990700352055
capacity_d3_train,2,d45f832e454fc637704d,42,23,1,0.010301588653996944
capacity_d3_train,2,d483e0cc5b33458a50e7,14,5,0,0.05199694722283422
capacity_d3_train,2,d4fc8d2b061cfa4f4d0e,25,3,0,0.09897181357018522
capacity_d3_train,2,d634ca41e0907ab3757a,50,33,0,0.001951611707889868
capacity_d3_train,2,d6a1f83afcdbbfe4782c,34,2,1,0.1745214645747861
capacity_d3_train,2,d742c43b69d371cbe615,1,7,0,-0.6410812097575372
capacity_d3_train,2,d767f23e38b55c846635,16,1,0,0.35892722049630044
capacity_d3_train,2,d87ba2366aeedd577373,39,3,1,0.08042994181367245
capacity_d3_train,2,d90099764c5ab3c31295,25,4,0,0.12249747876689661
capacity_d3_train,2,da49bd3ba97960942412,11,1,0,0.11701200047364141
capacity_d3_train,2,da5f4dcee381d7427dcf,85,6,1,0.05584637555189803
capacity_d3_train,2,da646c71e15614e9084d,5,33,-1,-0.05519474730235372
capacity_d3_train,2,db156ee29e89e62c29cc,42,1,1,0.19400561605721753
capacity_d3_train,2,db915c4dd920b0df249a,11,2,0,0.1539399733938941
capacity_d3_train,2,dbef28fb4f0edb762f69,82,27,1,0.012951998399525343
capacity_d3_train,2,ddaf2f4cb4dfbe69e6b3,18,1,0,0.3249944131173265
capacity_d3_train,2,de898896010feafe5dbe,19,1,0,0.16787508131793746
capacity_d3_train,2,df8fde224aec7bff0910,58,36,0,0.0034854087372827966
capacity_d3_train,2,e06407e5c00f2604619e,49,2,1,0.05493131603381658
capacity_d3_train,2,e38759a9e7d85331517a,87,1,1,0.9399983963294314
capacity_d3_train,2,e50d9053043ac6f84fa1,8,21,0,-0.02884686339977732
capacity_d3_train,2,e59ed4d3979a07c65259,104,2,1,0.16627416803546652
capacity_d3_train,2,e5bd80b563aa0e48027e,1,52,-1,-0.6790036004815453
capacity_d3_train,2,e5d453e2dab1c566896e,13,5,0,0.08689256764688187
capacity_d3_train,2,e79a555b0ef2ca4024db,100,3,1,0.07946413645551897
capacity_d3_train,2,e8b4348a4354a3a1cc00,34,3,1,0.06458849292246582
capacity_d3_train,2,e8c2bef17a51fb7888b1,19,6,0,0.07706740173260507
capacity_d3_train,2,ead10bb43bfcc957795e,51,8,1,0.036351534751544554
capacity_d3_train,2,eb09f014ee664a9cedb4,67,14,1,0.01469450722038932
capacity_d3_train,2,ebeae26e64dafcf25711,73,5,1,0.16865199718870824
capacity_d3_train,2,edfd515e2e0cada826ec,45,14,1,0.02694275862712964
capacity_d3_train,2,eec10903f3c81b8f14c2,14,6,0,0.07449768961812596
capacity_d3_train,2,eeefc16395eacc9e5481,2,5,0,-0.2338552899600446
capacity_d3_train,2,ef30ebb77043e62bb120,123,2,1,0.06907375050471765
capacity_d3_train,2,ef949e4160127164466f,102,12,1,0.017875573246067186
capacity_d3_train,2,efa764d3c55de23eaf65,120,4,1,0.06526754052855938
capacity_d3_train,2,efc6f0dc820c8569b757,3,8,0,-0.06231848163244892
capacity_d3_train,2,f003b9bc5f14e7213a5b,21,44,-1,-0.0034468699811351943
capacity_d3_train,2,f133c7fee1f9d359ac91,32,4,0,0.09198971774458596
capacity_d3_train,2,f2db00d7817299170869,64,31,1,0.008371044367792662
capacity_d3_train,2,f3499238f592d09a6c1f,16,5,0,0.09106502310040408
capacity_d3_train,2,f37240b8579c5657942e,48,6,1,0.06737867944587009
capacity_d3_train,2,f374fc72c2029ff16461,60,16,1,0.025688723310698994
capacity_d3_train,2,f39cc05c0c2cf3fa21ae,20,7,0,0.0763073554742061
capacity_d3_train,2,f3e95029a6be48f6cd60,18,24,0,0.0022953560894413295
capacity_d3_train,2,f7ef72e6cafafed31433,45,12,1,0.06095446785189805
capacity_d3_train,2,f815b8737a4601b3c1eb,56,24,1,0.016713162211150125
capacity_d3_train,2,f816c813f33ec41d24c9,16,1,0,0.3805479837515968
capacity_d3_train,2,f836c8679cdf505d2bdf,24,28,0,0.016543311397612764
capacity_d3_train,2,fa081ffbc49cc9d7182f,2,8,0,-0.07900424662751826
capacity_d3_train,2,fc70c176440e5ffc498d,14,10,0,0.06270127181594473
capacity_d3_train,2,fe31ce59cf884062a14d,26,7,0,0.0615335899903649
capacity_d3_train,2,ff1f95e38d998dfee013,9,3,0,0.08477885391095275
capacity_d3_train,2,ff7bc74db7d6740b4ef6,32,43,-1,0.0009316357683169356
capacity_d3_train,2,ffdf328a8016809b2166,84,1,1,0.5041158225185384
capacity_d3_heldout,0,0005f5d344757743ddb2,44,19,1,0.011706645984961989
capacity_d3_heldout,0,00120d022f88a8ad066f,56,17,1,0.019147815460396733
capacity_d3_heldout,0,001dd677301c0cdae1ba,111,15,1,0.015252704699176162
capacity_d3_heldout,0,013496133e120e44ebfd,89,3,1,0.10542732936778497
capacity_d3_heldout,0,01fe6a5d452d1de829f1,65,19,1,0.012861058767926304
capacity_d3_heldout,0,036621b70cd15261c5df,21,8,0,0.046178579265739254
capacity_d3_heldout,0,04919e84ff58e6ef82b1,44,2,1,0.20008993716449142
capacity_d3_heldout,0,04cce5a98915dab3237a,28,14,0,0.049074025349227696
capacity_d3_heldout,0,04e975ba9407ab5eb3f3,68,5,1,0.05026882020247152
capacity_d3_heldout,0,079e23170af0e90271ed,111,90,0,4.8766133357396435e-05
capacity_d3_heldout,0,07e28c5fef6186cf9858,18,15,0,0.04460115639494756
capacity_d3_heldout,0,086d394352312eace173,81,6,1,0.05319481812342691
capacity_d3_heldout,0,0b0c14079281a518b9d5,38,10,1,0.023762627831766223
capacity_d3_heldout,0,0e5a66d0a2d23255cf85,45,5,1,0.10253988125862883
capacity_d3_heldout,0,0e9634ba6770434ce456,35,8,1,0.05120584223450309
capacity_d3_heldout,0,0ed31b5c499da494bc43,76,7,1,0.04280939978069363
capacity_d3_heldout,0,0f71a9c1ccbb0056e986,23,4,0,0.11370290050031022
capacity_d3_heldout,0,0fdacc7a033261067bb6,115,9,1,0.02388173210523509
capacity_d3_heldout,0,118df9c53a2c5513d3f0,99,29,1,0.006874621486995724
capacity_d3_heldout,0,13700e23fbe9dd961164,50,12,1,0.017703985226763287
capacity_d3_heldout,0,14617deae8d426dde3a7,24,8,0,0.0365608135895828
capacity_d3_heldout,0,14c5aa7e41169961c0c6,23,2,0,0.14666245632072128
capacity_d3_heldout,0,150d66f2818fa5508935,97,1,1,0.8679312856728639
capacity_d3_heldout,0,15994bd001b12bf7cd4f,59,15,1,0.01804447967137249
capacity_d3_heldout,0,161b73d7ccd324c1766b,50,3,1,0.08090773525445352
capacity_d3_heldout,0,16f5cc1fab0fecb351a5,20,2,0,0.08907411824895482
capacity_d3_heldout,0,170970b5d2710225f78a,44,1,1,0.15692965451640975
capacity_d3_heldout,0,171ce990fb848dad132e,68,2,1,0.13033298494474072
capacity_d3_heldout,0,173379ddda423e976ee9,24,21,0,0.018533859129101687
capacity_d3_heldout,0,1786517381110094ae22,42,4,1,0.11539125964243534
capacity_d3_heldout,0,17a8a88862b7d28fcf59,46,5,1,0.11035409581609185
capacity_d3_heldout,0,194b7e1fd063ef77fa8e,24,1,0,0.4179276111321395
capacity_d3_heldout,0,19d63e18a6d529b2b3c1,52,7,1,0.03732862829579262
capacity_d3_heldout,0,1c19c096fd4d764cc048,83,1,1,0.5062530804677523
capacity_d3_heldout,0,1c2481661095a948db8a,73,18,1,0.0070617437420624155
capacity_d3_heldout,0,1c761fb969bb759880ec,75,1,1,0.18957403274387993
capacity_d3_heldout,0,1d8ab711dac4f9fabd36,30,23,0,0.010180296871527385
capacity_d3_heldout,0,1e23f34e925d04d562f0,37,11,1,0.01555010334495954
capacity_d3_heldout,0,22e83040f0ec2e75e3f5,12,16,0,0.010735811535132306
capacity_d3_heldout,0,2403290bfa19bf62d35e,106,14,1,0.018013898878298688
capacity_d3_heldout,0,24642ae59ad51783f13e,98,2,1,0.08207532301019085
capacity_d3_heldout,0,248bece507fe16ce12bf,34,26,1,0.004308942537554542
capacity_d3_heldout,0,2528f88fc41d01f5a0ca,21,18,0,0.024382022997144932
capacity_d3_heldout,0,263b8d24e8108ed6dff0,59,12,1,0.021753936718409233
capacity_d3_heldout,0,26679f8ea9ca2f04b2b3,110,71,0,0.00012577462465581524
capacity_d3_heldout,0,266a9e73e2967b9142d8,47,13,1,0.02788348885658589
capacity_d3_heldout,0,279e3dce9668a339cad3,29,18,0,0.015162916888984438
capacity_d3_heldout,0,27f701b2b88baf0ad204,32,3,0,0.15545585999143682
capacity_d3_heldout,0,29354187fc4ecbce8d1c,73,19,1,0.020001885819626922
capacity_d3_heldout,0,29f9f88a5a85144787bb,28,19,0,0.022409478987825707
capacity_d3_heldout,0,2a8db2cca93ac36fc88a,99,9,1,0.029855329247050186
capacity_d3_heldout,0,2ac64e109ea0ca03cebb,4,3,0,0.050526822563381826
capacity_d3_heldout,0,2c2571936a7047971d24,83,2,1,0.17797391547730015
capacity_d3_heldout,0,2c3f7b8c3e0f11536700,9,3,0,0.10243915274687909
capacity_d3_heldout,0,2f1502fee460b55c795f,54,13,1,0.02385870958354176
capacity_d3_heldout,0,306a3034c61d426cb6e2,80,39,0,0.0031278918426574103
capacity_d3_heldout,0,326360071399f4f69cc3,112,8,1,0.04460655135438982
capacity_d3_heldout,0,331d1421c2289eeb41aa,4,5,0,0.060498269366111086
capacity_d3_heldout,0,33465ea17a89955651e8,13,27,0,0.008050459994881333
capacity_d3_heldout,0,348dd57f40ce493a6f81,37,1,1,0.16643264204713634
capacity_d3_heldout,0,34b3b20583d86e786b29,94,5,1,0.059283364647471186
capacity_d3_heldout,0,3527970e16a3175f4604,13,1,0,0.41373845309784074
capacity_d3_heldout,0,370f4e4a98f5e29f67b5,90,29,1,0.014356341273012165
capacity_d3_heldout,0,375a8411425aabcda04d,53,6,1,0.08046912065432689
capacity_d3_heldout,0,3a2b80ab2c82f6e1af1d,5,2,0,0.07508051614939722
capacity_d3_heldout,0,3a3133ecd0f6574942af,67,5,1,0.05889722129636238
capacity_d3_heldout,0,3a334419ea455f7f4c9d,1,35,-1,-0.6662294879345699
capacity_d3_heldout,0,3bd81bfbe41e5d04d08b,12,3,0,0.14655387178260781
capacity_d3_heldout,0,3d0ccc94dbfcdaf98cf0,50,5,1,0.04753291620667876
capacity_d3_heldout,0,3d1cedf3226ae9e3f3e5,10,7,0,0.10456755074952674
capacity_d3_heldout,0,3d9553f86c838927dbb8,34,14,1,0.03765343580271452
capacity_d3_heldout,0,3f13c60ee6ddb63e35b7,49,8,1,0.04970349663178689
capacity_d3_heldout,0,3f154c8892b9887edf20,103,24,1,0.00574466037070618
capacity_d3_heldout,0,41a568d09c4dbd67bed6,18,2,0,0.11990299727952296
capacity_d3_heldout,0,41ad611963ea4d8e12ed,7,1,0,0.134483410051857
capacity_d3_heldout,0,41fa0c5f18e14bafe4a9,13,16,0,0.028380776709015183
capacity_d3_heldout,0,42f43de11d9c07a26d5d,23,11,0,0.02278265014860571
capacity_d3_heldout,0,436b7fb11566461bc758,31,22,0,0.03087117527445654
capacity_d3_heldout,0,440c426c504eef77bf48,121,27,1,0.010502387235525908
capacity_d3_heldout,0,4439dd22d25d57b94b7b,12,16,0,0.025068485487400333
capacity_d3_heldout,0,46b67db89186e945b74f,26,1,0,0.24771066474079173
capacity_d3_heldout,0,47d90814c21d40bfd74c,25,1,0,0.07107718029314661
capacity_d3_heldout,0,484c8a07230086ebe710,79,17,1,0.01687341249486218
capacity_d3_heldout,0,4996550325df9f16b5c7,88,2,1,0.10186027203774715
capacity_d3_heldout,0,4ac9befd2cb4a571160d,67,5,1,0.06752764094526123
capacity_d3_heldout,0,4b6105679ae7335a5c3b,72,4,1,0.14189186858114441
capacity_d3_heldout,0,4dba03ae870a6696945c,12,21,0,0.00889267266652348
capacity_d3_heldout,0,4e273d0fa7960b101197,3,20,0,0.008364858589076736
capacity_d3_heldout,0,4e2cc48c5bf1cd3078b6,36,9,1,0.03340982674240631
capacity_d3_heldout,0,4f3203f2945d64f8a8e4,6,26,0,-0.002535290624615454
capacity_d3_heldout,0,4fbc15d348b539ee1c4b,25,4,0,0.04782074855473507
capacity_d3_heldout,0,52d9a7f046b0e967752f,49,7,1,0.0375000759125285
capacity_d3_heldout,0,52e2a210ad9b5b4a41db,11,2,0,0.15283025169711845
capacity_d3_heldout,0,532c3ce31de74fb121f5,69,3,1,0.11761538202744716
capacity_d3_heldout,0,532cb0a3b8645d2818cd,46,13,1,0.021676317803270923
capacity_d3_heldout,0,53843a95fe2b2b8e78d9,7,18,0,0.033138142495341215
capacity_d3_heldout,0,53f638f1e50a6c4c048d,12,3,0,0.1259326936733529
capacity_d3_heldout,0,5433b93c6a7838b8bff8,85,49,0,0.002624726031604397
capacity_d3_heldout,0,544bdd07a387d3fc64b3,15,14,0,0.02350811559234832
capacity_d3_heldout,0,548da193e04005348153,25,25,0,0.018972064298972757
capacity_d3_heldout,0,54d70b46f2c19e7f4677,69,12,1,0.027677956107309252
capacity_d3_heldout,0,55c86fadb94bcc13df0b,54,12,1,0.02865399410507812
capacity_d3_heldout,0,55f282e0c951b49786d6,27,2,0,0.17160718825663066
capacity_d3_heldout,0,5749d9870cd931f13a9d,20,31,0,0.001974771338727752
capacity_d3_heldout,0,5b4529cd0e0b12a5b0f0,20,8,0,0.04052288278674751
capacity_d3_heldout,0,5d2aebf12ded68b9f5cd,44,2,1,0.20177583909551627
capacity_d3_heldout,0,5db428a932eb76f6718d,73,1,1,0.103787178903721
capacity_d3_heldout,0,5dc14116dda6ddddda35,70,13,1,0.032683119822335474
capacity_d3_heldout,0,5e1b404274605b621f17,82,12,1,0.015237038392508576
capacity_d3_heldout,0,5e6717eb4befb4e08548,98,7,1,0.03956782670779138
capacity_d3_heldout,0,5eac3f5fa18036dc67a9,5,1,0,0.18858330407899754
capacity_d3_heldout,0,5f98096b4c5db4b588f2,39,3,1,0.17696316980348045
capacity_d3_heldout,0,5fed30a6ccdffd64c2d2,9,4,0,0.1192040858184646
capacity_d3_heldout,0,5ff7b74f8e1981226a6f,22,9,0,0.07303246405069105
capacity_d3_heldout,0,618f5eb829ab8c56224c,17,5,0,0.07712924829501239
capacity_d3_heldout,0,62b5826556e830f9d18d,5,2,0,0.08616230984551829
capacity_d3_heldout,0,62b86eba497142bc5344,95,9,1,0.03486629781456051
capacity_d3_heldout,0,648c4086afb9b2f28438,39,14,1,0.01800324724572243
capacity_d3_heldout,0,651279abf794952829fa,51,34,0,0.007613739923474539
capacity_d3_heldout,0,653507af1f5ff5658fac,87,3,1,0.04778842367374841
capacity_d3_heldout,0,65461fefb08da31e78cb,48,6,1,0.049128693824950914
