replicate,arm,k,hit_fraction
0,atomic_control,44,0.584
0,atomic_control,45,0.598
0,atomic_control,46,0.605
0,atomic_control,47,0.613
0,atomic_control,48,0.621
0,atomic_control,49,0.631
0,atomic_control,50,0.637
0,atomic_control,51,0.651
0,atomic_control,52,0.659
0,atomic_control,53,0.668
0,atomic_control,54,0.682
0,atomic_control,55,0.69
0,atomic_control,56,0.696
0,atomic_control,57,0.706
0,atomic_control,58,0.711
0,atomic_control,59,0.727
0,atomic_control,60,0.735
0,atomic_control,61,0.739
0,atomic_control,62,0.741
0,atomic_control,63,0.746
0,atomic_control,64,0.751
0,atomic_control,65,0.753
0,atomic_control,66,0.756
0,atomic_control,67,0.768
0,atomic_control,68,0.772
0,atomic_control,69,0.778
0,atomic_control,70,0.782
0,atomic_control,71,0.783
0,atomic_control,72,0.789
0,atomic_control,73,0.794
0,atomic_control,74,0.8
0,atomic_control,75,0.802
0,atomic_control,76,0.808
0,atomic_control,77,0.81
0,atomic_control,78,0.815
0,atomic_control,79,0.818
0,atomic_control,80,0.826
0,atomic_control,81,0.827
0,atomic_control,82,0.832
0,atomic_control,83,0.839
0,atomic_control,84,0.841
0,atomic_control,85,0.844
0,atomic_control,86,0.852
0,atomic_control,87,0.86
0,atomic_control,88,0.863
0,atomic_control,89,0.865
0,atomic_control,90,0.87
0,atomic_control,91,0.871
0,atomic_control,92,0.877
0,atomic_control,93,0.884
0,atomic_control,94,0.888
0,atomic_control,95,0.897
0,atomic_control,96,0.905
0,atomic_control,97,0.911
0,atomic_control,98,0.917
0,atomic_control,99,0.923
0,atomic_control,100,0.928
0,atomic_control,101,0.93
0,atomic_control,102,0.93
0,atomic_control,103,0.932
0,atomic_control,104,0.937
0,atomic_control,105,0.943
0,atomic_control,106,0.945
0,atomic_control,107,0.949
0,atomic_control,108,0.95
0,atomic_control,109,0.954
0,atomic_control,110,0.958
0,atomic_control,111,0.96
0,atomic_control,112,0.961
0,atomic_control,113,0.964
0,atomic_control,114,0.965
0,atomic_control,115,0.971
0,atomic_control,116,0.973
0,atomic_control,117,0.978
0,atomic_control,118,0.988
0,atomic_control,119,0.992
0,atomic_control,120,0.996
0,atomic_control,121,0.999
0,atomic_control,122,1.0
0,atomic_control,123,1.0
0,atomic_control,124,1.0
0,atomic_control,125,1.0
0,composition_distill,1,0.1
0,composition_distill,2,0.156
0,composition_distill,3,0.211
0,composition_distill,4,0.246
0,composition_distill,5,0.276
0,composition_distill,6,0.31
0,composition_distill,7,0.33
0,composition_distill,8,0.358
0,composition_distill,9,0.381
0,composition_distill,10,0.413
0,composition_distill,11,0.44
0,composition_distill,12,0.455
0,composition_distill,13,0.469
0,composition_distill,14,0.488
0,composition_distill,15,0.508
0,composition_distill,16,0.527
0,composition_distill,17,0.544
0,composition_distill,18,0.553
0,composition_distill,19,0.57
0,composition_distill,20,0.582
0,composition_distill,21,0.591
0,composition_distill,22,0.6
0,composition_distill,23,0.613
0,composition_distill,24,0.63
0,composition_distill,25,0.648
0,composition_distill,26,0.661
0,composition_distill,27,0.677
0,composition_distill,28,0.689
0,composition_distill,29,0.703
0,composition_distill,30,0.711
0,composition_distill,31,0.725
0,composition_distill,32,0.737
0,composition_distill,33,0.751
0,composition_distill,34,0.759
0,composition_distill,35,0.77
0,composition_distill,36,0.787
0,composition_distill,37,0.803
0,composition_distill,38,0.814
0,composition_distill,39,0.823
0,composition_distill,40,0.83
0,composition_distill,41,0.84
0,composition_distill,42,0.845
0,composition_distill,43,0.851
0,composition_distill,44,0.854
0,composition_distill,45,0.862
0,composition_distill,46,0.868
0,composition_distill,47,0.872
0,composition_distill,48,0.881
0,composition_distill,49,0.889
0,composition_distill,50,0.896
0,composition_distill,51,0.901
0,composition_distill,52,0.904
0,composition_distill,53,0.911
0,composition_distill,54,0.914
0,composition_distill,55,0.917
0,composition_distill,56,0.919
0,composition_distill,57,0.921
0,composition_distill,58,0.924
0,composition_distill,59,0.93
0,composition_distill,60,0.931
0,composition_distill,61,0.935
0,composition_distill,62,0.937
0,composition_distill,63,0.939
0,composition_distill,64,0.944
0,composition_distill,65,0.946
0,composition_distill,66,0.95
0,composition_distill,67,0.951
0,composition_distill,68,0.956
0,composition_distill,69,0.959
0,composition_distill,70,0.962
0,composition_distill,71,0.965
0,composition_distill,72,0.966
0,composition_distill,73,0.969
0,composition_distill,74,0.97
0,composition_distill,75,0.97
0,composition_distill,76,0.97
0,composition_distill,77,0.971
0,composition_distill,78,0.974
0,composition_distill,79,0.975
0,composition_distill,80,0.976
0,composition_distill,81,0.977
0,composition_distill,82,0.977
0,composition_distill,83,0.977
0,composition_distill,84,0.977
0,composition_distill,85,0.979
0,composition_distill,86,0.98
0,composition_distill,87,0.98
0,composition_distill,88,0.98
0,composition_distill,89,0.98
0,composition_distill,90,0.982
0,composition_distill,91,0.983
0,composition_distill,92,0.983
0,composition_distill,93,0.983
0,composition_distill,94,0.984
0,composition_distill,95,0.984
0,composition_distill,96,0.984
0,composition_distill,97,0.987
0,composition_distill,98,0.988
0,composition_distill,99,0.989
0,composition_distill,100,0.99
0,composition_distill,101,0.99
0,composition_distill,102,0.991
0,composition_distill,103,0.993
0,composition_distill,104,0.993
0,composition_distill,105,0.995
0,composition_distill,106,0.996
0,composition_distill,107,0.997
0,composition_distill,108,0.997
0,composition_distill,109,0.997
0,composition_distill,110,0.998
0,composition_distill,111,0.998
0,composition_distill,112,0.998
0,composition_distill,113,0.998
0,composition_distill,114,1.0
0,composition_distill,115,1.0
0,composition_distill,116,1.0
0,composition_distill,117,1.0
0,composition_distill,118,1.0
0,composition_distill,119,1.0
0,composition_distill,120,1.0
0,composition_distill,121,1.0
0,composition_distill,122,1.0
0,composition_distill,123,1.0
0,composition_distill,124,1.0
0,composition_distill,125,1.0
1,atomic_control,1,0.023
1,atomic_control,2,0.026
1,atomic_control,3,0.035
1,atomic_control,4,0.046
1,atomic_control,5,0.068
1,atomic_control,6,0.09
1,atomic_control,7,0.106
1,atomic_control,8,0.115
1,atomic_control,9,0.139
1,atomic_control,10,0.154
1,atomic_control,11,0.168
1,atomic_control,12,0.184
1,atomic_control,13,0.193
1,atomic_control,14,0.202
1,atomic_control,15,0.214
1,atomic_control,16,0.227
1,atomic_control,17,0.239
1,atomic_control,18,0.252
1,atomic_control,19,0.264
1,atomic_control,20,0.282
1,atomic_control,21,0.293
1,atomic_control,22,0.307
1,atomic_control,23,0.323
1,atomic_control,24,0.335
1,atomic_control,25,0.347
1,atomic_control,26,0.362
1,atomic_control,27,0.377
1,atomic_control,28,0.388
1,atomic_control,29,0.404
1,atomic_control,30,0.42
1,atomic_control,31,0.442
1,atomic_control,32,0.457
1,atomic_control,33,0.47
1,atomic_control,34,0.482
1,atomic_control,35,0.498
1,atomic_control,36,0.511
1,atomic_control,37,0.525
1,atomic_control,38,0.533
1,atomic_control,39,0.548
1,atomic_control,40,0.561
1,atomic_control,41,0.567
1,atomic_control,42,0.576
1,atomic_control,43,0.581
1,atomic_control,44,0.588
1,atomic_control,45,0.599
1,atomic_control,46,0.605
1,atomic_control,47,0.613
1,atomic_control,48,0.623
1,atomic_control,49,0.636
1,atomic_control,50,0.651
1,atomic_control,51,0.664
1,atomic_control,52,0.677
1,atomic_control,53,0.69
1,atomic_control,54,0.697
1,atomic_control,55,0.704
1,atomic_control,56,0.715
1,atomic_control,57,0.721
1,atomic_control,58,0.728
1,atomic_control,59,0.736
1,atomic_control,60,0.744
1,atomic_control,61,0.751
1,atomic_control,62,0.757
1,atomic_control,63,0.762
1,atomic_control,64,0.765
1,atomic_control,65,0.766
1,atomic_control,66,0.772
1,atomic_control,67,0.777
1,atomic_control,68,0.781
1,atomic_control,69,0.791
1,atomic_control,70,0.794
1,atomic_control,71,0.798
1,atomic_control,72,0.803
1,atomic_control,73,0.806
1,atomic_control,74,0.809
1,atomic_control,75,0.813
1,atomic_control,76,0.817
1,atomic_control,77,0.821
1,atomic_control,78,0.827
1,atomic_control,79,0.832
1,atomic_control,80,0.836
1,atomic_control,81,0.84
1,atomic_control,82,0.844
1,atomic_control,83,0.847
1,atomic_control,84,0.852
1,atomic_control,85,0.854
1,atomic_control,86,0.857
1,atomic_control,87,0.858
1,atomic_control,88,0.861
1,atomic_control,89,0.863
1,atomic_control,90,0.869
1,atomic_control,91,0.872
1,atomic_control,92,0.877
1,atomic_control,93,0.879
1,atomic_control,94,0.884
1,atomic_control,95,0.891
1,atomic_control,96,0.898
1,atomic_control,97,0.905
1,atomic_control,98,0.911
1,atomic_control,99,0.915
1,atomic_control,100,0.921
1,atomic_control,101,0.925
1,atomic_control,102,0.93
1,atomic_control,103,0.932
1,atomic_control,104,0.934
1,atomic_control,105,0.938
1,atomic_control,106,0.942
1,atomic_control,107,0.947
1,atomic_control,108,0.949
1,atomic_control,109,0.95
1,atomic_control,110,0.952
1,atomic_control,111,0.954
1,atomic_control,112,0.957
1,atomic_control,113,0.96
1,atomic_control,114,0.962
1,atomic_control,115,0.964
1,atomic_control,116,0.966
1,atomic_control,117,0.969
1,atomic_control,118,0.971
1,atomic_control,119,0.977
1,atomic_control,120,0.987
1,atomic_control,121,0.996
1,atomic_control,122,1.0
1,atomic_control,123,1.0
1,atomic_control,124,1.0
1,atomic_control,125,1.0
1,composition_distill,1,0.093
1,composition_distill,2,0.149
1,composition_distill,3,0.19
1,composition_distill,4,0.232
1,composition_distill,5,0.277
1,composition_distill,6,0.307
1,composition_distill,7,0.333
1,composition_distill,8,0.366
1,composition_distill,9,0.39
1,composition_distill,10,0.413
1,composition_distill,11,0.434
1,composition_distill,12,0.457
1,composition_distill,13,0.49
1,composition_distill,14,0.508
1,composition_distill,15,0.516
1,composition_distill,16,0.526
1,composition_distill,17,0.538
1,composition_distill,18,0.549
1,composition_distill,19,0.567
1,composition_distill,20,0.58
1,composition_distill,21,0.586
1,composition_distill,22,0.597
1,composition_distill,23,0.608
1,composition_distill,24,0.621
1,composition_distill,25,0.634
1,composition_distill,26,0.65
1,composition_distill,27,0.663
1,composition_distill,28,0.68
1,composition_distill,29,0.689
1,composition_distill,30,0.698
1,composition_distill,31,0.713
1,composition_distill,32,0.724
1,composition_distill,33,0.741
1,composition_distill,34,0.752
1,composition_distill,35,0.762
1,composition_distill,36,0.774
1,composition_distill,37,0.782
1,composition_distill,38,0.8
1,composition_distill,39,0.813
1,composition_distill,40,0.823
1,composition_distill,41,0.836
1,composition_distill,42,0.847
1,composition_distill,43,0.85
1,composition_distill,44,0.859
1,composition_distill,45,0.866
1,composition_distill,46,0.873
1,composition_distill,47,0.882
1,composition_distill,48,0.894
1,composition_distill,49,0.897
1,composition_distill,50,0.901
1,composition_distill,51,0.91
1,composition_distill,52,0.912
1,composition_distill,53,0.914
1,composition_distill,54,0.917
1,composition_distill,55,0.923
1,composition_distill,56,0.928
1,composition_distill,57,0.933
1,composition_distill,58,0.935
1,composition_distill,59,0.936
1,composition_distill,60,0.938
1,composition_distill,61,0.942
1,composition_distill,62,0.945
1,composition_distill,63,0.95
1,composition_distill,64,0.952
1,composition_distill,65,0.954
1,composition_distill,66,0.955
1,composition_distill,67,0.957
1,composition_distill,68,0.96
1,composition_distill,69,0.962
1,composition_distill,70,0.963
1,composition_distill,71,0.965
1,composition_distill,72,0.969
1,composition_distill,73,0.969
1,composition_distill,74,0.97
1,composition_distill,75,0.97
1,composition_distill,76,0.972
1,composition_distill,77,0.973
1,composition_distill,78,0.974
1,composition_distill,79,0.975
1,composition_distill,80,0.976
1,composition_distill,81,0.976
1,composition_distill,82,0.976
1,composition_distill,83,0.977
1,composition_distill,84,0.977
1,composition_distill,85,0.977
1,composition_distill,86,0.978
1,composition_distill,87,0.979
1,composition_distill,88,0.981
1,composition_distill,89,0.984
1,composition_distill,90,0.985
1,composition_distill,91,0.985
1,composition_distill,92,0.985
1,composition_distill,93,0.986
1,composition_distill,94,0.987
1,composition_distill,95,0.988
1,composition_distill,96,0.988
1,composition_distill,97,0.989
1,composition_distill,98,0.989
1,composition_distill,99,0.989
1,composition_distill,100,0.989
1,composition_distill,101,0.991
1,composition_distill,102,0.992
1,composition_distill,103,0.992
1,composition_distill,104,0.992
1,composition_distill,105,0.993
1,composition_distill,106,0.995
1,composition_distill,107,0.996
1,composition_distill,108,0.996
1,composition_distill,109,0.996
1,composition_distill,110,0.997
1,composition_distill,111,0.997
1,composition_distill,112,0.997
1,composition_distill,113,1.0
1,composition_distill,114,1.0
1,composition_distill,115,1.0
1,composition_distill,116,1.0
1,composition_distill,117,1.0
1,composition_distill,118,1.0
1,composition_distill,119,1.0
1,composition_distill,120,1.0
1,composition_distill,121,1.0
1,composition_distill,122,1.0
1,composition_distill,123,1.0
1,composition_distill,124,1.0
1,composition_distill,125,1.0
2,atomic_control,1,0.022
2,atomic_control,2,0.027
2,atomic_control,3,0.035
2,atomic_control,4,0.05
2,atomic_control,5,0.065
2,atomic_control,6,0.092
2,atomic_control,7,0.107
2,atomic_control,8,0.124
2,atomic_control,9,0.145
2,atomic_control,10,0.16
2,atomic_control,11,0.171
2,atomic_control,12,0.183
2,atomic_control,13,0.192
2,atomic_control,14,0.2
2,atomic_control,15,0.216
2,atomic_control,16,0.227
2,atomic_control,17,0.236
2,atomic_control,18,0.247
2,atomic_control,19,0.266
2,atomic_control,20,0.28
2,atomic_control,21,0.287
2,atomic_control,22,0.295
2,atomic_control,23,0.307
2,atomic_control,24,0.328
2,atomic_control,25,0.34
2,atomic_control,26,0.355
2,atomic_control,27,0.367
2,atomic_control,28,0.377
2,atomic_control,29,0.394
2,atomic_control,30,0.415
2,atomic_control,31,0.432
2,atomic_control,32,0.454
2,atomic_control,33,0.462
2,atomic_control,34,0.475
2,atomic_control,35,0.485
2,atomic_control,36,0.497
2,atomic_control,37,0.512
2,atomic_control,38,0.526
2,atomic_control,39,0.538
2,atomic_control,40,0.551
2,atomic_control,41,0.559
2,atomic_control,42,0.569
2,atomic_control,43,0.578
2,atomic_control,44,0.592
2,atomic_control,45,0.602
2,atomic_control,46,0.606
